source,venue_name,address,city,latitude,longitude,venue_type,target_classification,phone,website,opening_hours,nil_quartiere,all_names,osm_amenity
agent7_pietro,Nanabul Pancaffè,Via Lario 13,Milano,45.492612,9.190174,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nanabul Pancaffè,
agent7_pietro,Naviglio Grande,"Via LODOVICO IL MORO 159, 20142, Milano",Milano,45.440979,9.129689,cafe,TARGET,,,Mo-Su 07:00-20:00,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO,Naviglio Grande,
agent7_pietro,Nazca,"Viale Abruzzi, Milano",Milano,45.482176,9.216754,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nazca,
agent7_pietro,Nespresso,"Via Dante 1n06, 20123, Milano",Milano,45.465489,9.185649,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nespresso,
agent7_pietro,Nettare dei Santi,"Via CALIMERO (SAN) 7, 20122, Milano",Milano,45.45682,9.192997,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA VIGENTINA - PORTA LODOVICA,Nettare dei Santi,
agent7_pietro,New Bar,,Milano,45.456124,9.237879,cafe,TARGET,,,Mo-Su 07:00-20:00,,New Bar,
agent7_pietro,New Boston,"Corso PORTA VITTORIA (DI) 18, 20122, Milano",Milano,45.462109,9.200085,cafe,TARGET,,,Mo-Su 07:00-20:00,GUASTALLA,New Boston,
agent7_pietro,New Brand Cafè - Spritzeria - Bubble Tea,"Via Giovanni Pascoli 55, 20133, Milano",Milano,45.476889,9.225221,cafe,TARGET,+39 02 7063 3536,,Mo-Fr 07:00-20:30; PH closed; Sa 17:00-21:00,,New Brand Cafè - Spritzeria - Bubble Tea,
agent7_pietro,New Caffè Italiano,"Viale VITTORIO VENETO 22, 20124, Milano",Milano,45.477015,9.200434,cafe,TARGET,,,Mo-Su 07:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,New Caffè Italiano,
agent7_pietro,New Gallery,"Via PADOVA 179, 20127, Milano",Milano,45.502038,9.237556,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 06:30-24:00,PADOVA - TURRO - CRESCENZAGO,New Gallery,
agent7_pietro,New Nature Café,"Via BEZZECCA 9, 20135, Milano",Milano,45.460983,9.210679,cafe,TARGET,+39 02 39843939,,Mo-Su 07:00-20:00,XXII MARZO,New Nature Café,
agent7_pietro,New Self Service,,Milano,45.4362,9.200752,cafe,TARGET,,,Mo-Su 07:00-20:00,,New Self Service,
agent7_pietro,New York Bar,"Piazza DONEGANI CARLO 4, 20133, Milano",Milano,45.481793,9.23218,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,New York Bar,
agent7_pietro,News cafè,"Via BERGAMINI 5, 20122, Milano",Milano,45.462045,9.194019,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,DUOMO,News cafè,
agent7_pietro,Nico Quick Bite,"Via Napo Torriani 29, 20124, Milano",Milano,45.483503,9.202939,cafe,TARGET,+39 02 66987791,https://www.nicoquickbite.com/,Mo-Su 07:00-20:00,,Nico Quick Bite,
agent7_pietro,Niki Bar,"Piazzale GORINI PAOLO 2, 20133, Milano",Milano,45.472436,9.230414,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Niki Bar,
agent7_pietro,Niky Bar,"Via MEDA GIUSEPPE 24, 20136, Milano",Milano,45.442978,9.178942,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA TICINESE - CONCA DEL NAVIGLIO,Niky Bar,
agent7_pietro,Niro Meet Bar,"Giardino CALDERINI ARISTIDE 3, 20123, Milano",Milano,45.464962,9.177788,cafe,TARGET,+39 02 8909 2743,,Mo-Fr 07:00-22:00; Sa-Su off,DUOMO,Niro Meet Bar,
agent7_pietro,No name,"Viale PORTA VERCELLINA (DI) 2, 20123, Milano",Milano,45.465594,9.165441,cafe,TARGET,+390248007221,,Mo-Su 07:00-20:00,MAGENTA - S. VITTORE,No name,
agent7_pietro,Nobilis Cafè,"Via LAMARMORA ALFONSO 18, 20122, Milano",Milano,45.45645,9.198609,cafe,TARGET,,,Mo-Su 07:00-20:00,GUASTALLA,Nobilis Cafè,
agent7_pietro,Nocciolino & sapori,"Via MINZONI DON GIOVANNI 27N01, 20158, Milano",Milano,45.506741,9.167999,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,BOVISA,Nocciolino & sapori,
agent7_pietro,Noi Pilates e sala da tè,"Via Alessandro Volta 15, 20121, Milano",Milano,45.480038,9.183191,cafe,TARGET,,,Mo-Su 07:00-20:00,,Noi Pilates e sala da tè,
agent7_pietro,Noir Cafè,"Via Sant'Eufemia 17, 20122, Milano",Milano,45.457399,9.189677,cafe,TARGET,+390239663595,,Mo-Su 07:00-20:00,,Noir Cafè,
agent7_pietro,Non solo caffè,Via Vincenzo da Seregno,Milano,45.520124,9.170659,cafe,TARGET,,,Mo-Su 07:00-20:00,,Non solo caffè,
agent7_pietro,Non Solo Caffé,Via Teodosio 3,Milano,45.482756,9.229764,cafe,TARGET,,,Mo-Su 07:00-20:00,,Non Solo Caffé,
agent7_pietro,Now,"Via MARTINO (SAN) 14, 20122, Milano",Milano,45.4531,9.189504,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,PORTA VIGENTINA - PORTA LODOVICA,Now,
agent7_pietro,Nowhere,"Via Vetere 14, 20123, Milano",Milano,45.456008,9.181779,cafe,TARGET,,https://nowherecoffeeroasters.com,"Tu-Fr 08:30-16:00; Sa,Su 09:00-16:00; Mo off",,Nowhere,
agent7_pietro,NSUB,"Via BOIARDO MATTEO MARIA 24, 20127, Milano",Milano,45.49968,9.223874,cafe,TARGET,,,Mo-Su 07:00-20:00,PADOVA - TURRO - CRESCENZAGO,NSUB,
agent7_pietro,Nuit Cafè,"Viale Enrico Forlanini 50/7, Milano",Milano,45.461477,9.244236,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nuit Cafè,
agent7_pietro,Nuovo bar,"Via Padova, 20127, Milano",Milano,45.505985,9.242791,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nuovo bar,
agent7_pietro,Nuovo Bar Centrale by Cova,"Piazza Duca d'Aosta 1, 20124, Milano",Milano,45.485928,9.204326,cafe,TARGET,,,Mo-Su 05:00-22:00,,Nuovo Bar Centrale by Cova,
agent7_pietro,Nuovo Millenio,,Milano,45.44905,9.206058,cafe,TARGET,,,Mo-Su 07:00-20:00,,Nuovo Millenio,
agent7_pietro,Oasi,,Milano,45.473543,9.221636,cafe,TARGET,,,Mo-Fr 07:30-19:30; Sa 07:00-14:30; PH closed,,Oasi,
agent7_pietro,Oasis,,Milano,45.508479,9.167758,cafe,TARGET,,,Mo-Su 07:00-20:00,,Oasis,
agent7_pietro,Obicà Mozzarella Bar Duomo,"Piazza del Duomo, snc - Food Hall 6° Piano - Rinascente Milano Piazza Duomo, 20121, Milano",Milano,45.464855,9.192017,cafe,TARGET,,,Mo-Su 07:00-20:00,,Obicà Mozzarella Bar Duomo,
agent7_pietro,Ofelé,"Viale CONI ZUGNA 56, 20144, Milano",Milano,45.456211,9.170411,cafe,TARGET,+390249500096,https://ofele.it/,Tu-Fr 08:00-18:00; Sa 10:00-18:00; Su 10:00-17:00,PORTA TICINESE - CONCHETTA,Ofelé,
agent7_pietro,Officinazero,"Viale Andrea Doria 44, 20124, Milano",Milano,45.485736,9.214201,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Officinazero,
agent7_pietro,Old School,,Milano,45.47803,9.162638,cafe,TARGET,,,Mo-Su 07:00-20:00,,Old School,
agent7_pietro,Onest,Via Gerolamo Turroni 2,Milano,45.466883,9.222443,cafe,TARGET,,https://en.onestmilano.com/,We-Fr 08:00-23:30; Sa-Su 09:00-23:30,,Onest,
agent7_pietro,Openshop24,,Milano,45.462359,9.224226,cafe,TARGET,,,24/7,,Openshop24,
agent7_pietro,Orange Spritz Bar,"Via TADINO ALESSANDRO 4, 20124, Milano",Milano,45.475644,9.204588,cafe,TARGET,,,Tu-Sa 18:00-02:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Orange Spritz Bar,
agent7_pietro,Oro Nero,"Via Giosuè Carducci 8, 20123, Milano",Milano,45.466588,9.175912,cafe,TARGET,+393931009345,,Mo-Su 07:00-20:00,,Oro Nero,
agent7_pietro,Orsonero,,Milano,45.463149,9.211963,cafe,TARGET,,,We-Su 09:00-17:00; Mo-Tu closed,,Orsonero,
agent7_pietro,Orsonero Coffee,"Via BROGGI GIUSEPPE 13, 20129, Milano",Milano,45.477802,9.211189,cafe,TARGET,,,Mo-Fr 08:00-17:00; Sa 09:00-17:00; Su 09:00-13:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Orsonero Coffee,
agent7_pietro,Orto Urbano,Via Cappellari,Milano,45.463015,9.188806,cafe,TARGET,,,Mo-Su 07:00-20:00,,Orto Urbano,
agent7_pietro,Osteria Del Lazzaretta,,Milano,45.479315,9.203329,cafe,AMBIGUOUS_TO_REVIEW,,,"Mo-Su 12:00-15:00,19:00-23:00",,Osteria Del Lazzaretta,
agent7_pietro,oTTo,"Via Paolo Sarpi 10, 20154, Milano",Milano,45.481968,9.179734,cafe,TARGET,+39 02 83417249,http://www.sarpiotto.com/,Mo 18:30-02:00; Tu-Su 10:00-02:00,,oTTo,
agent7_pietro,Ottolina Cafè,"Via NIRONE 2, 20123, Milano",Milano,45.465506,9.177928,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,DUOMO,Ottolina Cafè,
agent7_pietro,Our Gin,"Corso Giuseppe Garibaldi 104, 20121, Milano",Milano,45.478352,9.185406,cafe,TARGET,,,Mo-Su 07:00-20:00,,Our Gin,
agent7_pietro,Padova 10 Cafè,,Milano,45.487089,9.218179,cafe,TARGET,,,Mo-Su 07:00-20:00,,Padova 10 Cafè,
agent7_pietro,Palladio,,Milano,45.448485,9.197671,cafe,TARGET,,,Mo-Su 07:00-20:00,,Palladio,
agent7_pietro,Palm,"Viale DORIA ANDREA 50, 20124, Milano",Milano,45.485798,9.214763,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE,Palm,
agent7_pietro,Pan Brioche,"Piazza Luigi di Savoia, 20125, Milano",Milano,45.485781,9.20563,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pan Brioche,
agent7_pietro,Pan Caffè,"Via PRESTINARI MARCELLO 5, 20158, Milano",Milano,45.500774,9.166908,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,BOVISA,Pan Caffè,
agent7_pietro,Pan Caffè,"Via VALLAZZE 86, 20131, Milano",Milano,45.484463,9.22812,cafe,TARGET,,,Mo-Su 07:00-20:00,CITTA' STUDI,Pan Caffè,
agent7_pietro,Pan Caffè,VIA AMADEO GIAN ANTONIO 14,Milano,45.470787,9.231655,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Pan Caffè,
agent7_pietro,Pan Caffè Correnti,"Via CORRENTI CESARE 7, 20123, Milano",Milano,45.45974,9.180199,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,DUOMO,Pan Caffè Correnti,
agent7_pietro,Pan Caffè Porta Genova,"Piazzale Stazione Genova 2, 20144, Milano",Milano,45.453941,9.170506,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pan Caffè Porta Genova,
agent7_pietro,Panarello,"Via BELFIORE 10, 20145, Milano",Milano,45.4674,9.158239,cafe,AMBIGUOUS_TO_REVIEW,+39 02 43510309,https://www.panarello.com/,Mo-Su 08:00-19:30,PAGANO,Panarello,
agent7_pietro,Panarello,"Via della Moscova 52, 20121, Milano",Milano,45.477755,9.184888,cafe,TARGET,+39 02 87141481,https://www.panarello.com/,Mo-Su 08:00-19:30,,Panarello,
agent7_pietro,Panarello,,Milano,45.449475,9.151324,cafe,TARGET,,,Mo-Su 07:00-20:00,,Panarello,
agent7_pietro,Pancaffe spuntino,"Via ATENE 1, 20132, Milano",Milano,45.498543,9.233382,cafe,TARGET,,,Mo-Su 07:00-20:00,PADOVA - TURRO - CRESCENZAGO,Pancaffe spuntino,
agent7_pietro,Pancaffè Caffetteria,"Via TULIPANI (DEI) 18, 20146, Milano",Milano,45.450083,9.137717,cafe,TARGET,,,Mo-Su 07:00-20:00,GIAMBELLINO,Pancaffè Caffetteria,
agent7_pietro,Panda Tea,"Corso PORTA TICINESE (DI) 58, 20123, Milano",Milano,45.456453,9.180695,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA TICINESE - CONCA DEL NAVIGLIO,Panda Tea,
agent7_pietro,Pandaneus,"Largo La Foppa 5, 20121, Milano",Milano,45.478424,9.184738,cafe,TARGET,+39 02 65560824,https://www.pandenus.it/it/store/pandenus-largo-la-foppa-5/,Mo-Su 07:00-24:00; Sa 08:00-24:00,,Pandaneus,
agent7_pietro,Pandaneus,,Milano,45.457565,9.183255,cafe,TARGET,,https://www.pandenus.it/it/store/pandenus-piazza-vetra-19-a/,Mo-Su 07:00-20:00,,Pandaneus,
agent7_pietro,Pandemus,"Via MELZI D'ERIL FRANCESCO 3, 20154, Milano",Milano,45.477767,9.174085,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,SARPI,Pandemus,
agent7_pietro,Pane bianco,"Via Civitavecchia, 20132, Milano",Milano,45.502796,9.247692,cafe,TARGET,+39 02 27209976,,Mo-Su 07:00-20:00,,Pane bianco,
agent7_pietro,Pane e Caffè,"Via privata Atene, 20132, Milano",Milano,45.49787,9.233741,cafe,TARGET,,,Mo-Su 07:00-20:00,PADOVA - TURRO - CRESCENZAGO,Pane e Caffè,
agent7_pietro,Pane e Cioccolato,"Piazza BOTTINI ENRICO 4, 20133, Milano",Milano,45.484138,9.236187,cafe,AMBIGUOUS_TO_REVIEW,+39 02 2360187,,"Sa 07:00-15:00+; Mo-Fr 07:00-19:30+; PH,Su off",CITTA' STUDI,Pane e Cioccolato,
agent7_pietro,Panfé,"Via BERGAMO 2, 20135, Milano",Milano,45.457574,9.20596,cafe,TARGET,,,Mo-Su 07:00-20:00,XXII MARZO,Panfé,
agent7_pietro,Panificio Danelli,"Piazza GOBETTI PIETRO 8, 20131, Milano",Milano,45.485415,9.233422,cafe,TARGET,+39 02 7060 0964,,"Mo-We 07:00-14:00, 16:00-19:30; Th-Sa 07:00-14:00, 16:00-21:00",CITTA' STUDI,Panificio Danelli,
agent7_pietro,Panini Durini,"Via DURINI 26, 20122, Milano",Milano,45.465446,9.198342,cafe,TARGET,+39 02 76024237,http://www.paninidurini.it/,Mo-Su 07:00-20:00,DUOMO,Panini Durini,
agent7_pietro,Panino Giusto,,Milano,45.485749,9.203674,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Panino Giusto,
agent7_pietro,Paninoteca,,Milano,45.494009,9.188411,cafe,TARGET,,,Mo-Su 07:00-20:00,,Paninoteca,
agent7_pietro,Panta Rei,,Milano,45.514313,9.212314,cafe,TARGET,,,Mo-Su 07:00-20:00,,Panta Rei,
agent7_pietro,Panzú,"Via ZURETTI GIANFRANCO 2, 20125, Milano",Milano,45.491062,9.206654,cafe,TARGET,,,Mo-Sa 06:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,Panzú,
agent7_pietro,Paola Lorini,"Via PASINETTI ANTONIO 11, 20141, Milano",Milano,45.436802,9.199007,cafe,TARGET,,,Mo-Su 07:00-20:00,MORIVIONE,Paola Lorini,
agent7_pietro,Pascucci,"Via PISANI VITTOR 31, 20124, Milano",Milano,45.484007,9.201909,cafe,AMBIGUOUS_TO_REVIEW,,,"Mo-Fr 07:30-19:00; Sa,Su 08:00-19:00",STAZIONE CENTRALE - PONTE SEVESO,Pascucci,
agent7_pietro,Pascucci,"Galleria STRASBURGO 1, 20122, Milano",Milano,45.465231,9.197679,cafe,TARGET,,,Mo-Su 07:00-20:00,DUOMO,Pascucci,
agent7_pietro,Passalacqua,,Milano,45.475856,9.194025,cafe,TARGET,,,Mo-Su 07:00-20:00,,Passalacqua,
agent7_pietro,Pasticceria Bastianello,"Via BORGOGNA 4, 20122, Milano",Milano,45.465812,9.199039,cafe,AMBIGUOUS_TO_REVIEW,+39 02 76317065,https://www.bastianello.com/,Mo-Su 07:00-20:00,DUOMO,Pasticceria Bastianello,
agent7_pietro,Pasticceria Caffetteria Giorgia,"Via Giorgio Washington 104, 20146, Milano",Milano,45.454961,9.15432,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pasticceria Caffetteria Giorgia,
agent7_pietro,Pasticceria Grecchi,"Via BAZZINI ANTONIO 1, 20131, Milano",Milano,45.48089,9.224832,cafe,AMBIGUOUS_TO_REVIEW,,,Tu-Su 06:00-21:00,CITTA' STUDI,Pasticceria Grecchi,
agent7_pietro,Pasticceria Napoletana De Luca,"Via Nicola Antonio Porpora 156, 20131, Milano",Milano,45.485992,9.232057,cafe,AMBIGUOUS_TO_REVIEW,,,07.15/19.30,,Pasticceria Napoletana De Luca,
agent7_pietro,Pasticceria Ranieri,,Milano,45.475939,9.19355,cafe,AMBIGUOUS_TO_REVIEW,+39 02 6595308,https://www.pasticceriaranieri.it/,Mo-Su 07:00-20:00,,Pasticceria Ranieri,
agent7_pietro,Pasticceria Ungaro,"Via Fabio Filzi 8, 20124, Milano",Milano,45.482238,9.199172,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Pasticceria Ungaro,
agent7_pietro,Patchouli,"Via CASSINIS GIOVANNI BATTISTA 76, 20139, Milano",Milano,45.433099,9.238583,cafe,AMBIGUOUS_TO_REVIEW,+39 347 011 0885,,Mo-Su 07:00-20:00,LODI - CORVETTO,Patchouli,
agent7_pietro,Pattini,Corso Buenos Aires 55,Milano,45.482363,9.212428,cafe,TARGET,+39 02 29516010,,Mo-Su 07:00-20:00,,Pattini,
agent7_pietro,Pause,Via OZANAM FEDERICO 7,Milano,45.480473,9.212343,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Pause,
agent7_pietro,Pave - Gelati & Granite,"Via BATTISTI CESARE 19, 20122, Milano",Milano,45.462874,9.200511,cafe,TARGET,,https://pavemilano.com,Mo-Fr 13:00-19:30; Sa-Su 14:00-20:00,GUASTALLA,Pave - Gelati & Granite,
agent7_pietro,Pavè Milano,"Via LAMARMORA ALFONSO 19, 20122, Milano",Milano,45.456794,9.19929,cafe,AMBIGUOUS_TO_REVIEW,,https://www.pavemilano.com/,Mo-Su 07:30-16:00,GUASTALLA,Pavè Milano,
agent7_pietro,Peck,"Via SPADARI 6N05, 20123, Milano",Milano,45.463507,9.187166,cafe,TARGET,+39 02 8023161,,Mo-Su 07:00-20:00,DUOMO,Peck,
agent7_pietro,Penny Lane,"Via Antonio Lecchi 20, 20143, Milano",Milano,45.443992,9.173668,cafe,TARGET,,,Mo-Su 07:00-20:00,,Penny Lane,
agent7_pietro,Pepe Nero,"Via Benedetto Marcello 91, 20124, Milano",Milano,45.482621,9.209261,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pepe Nero,
agent7_pietro,Pestalozzi 1,Via PESTALOZZI GIOVANNI ENRICO 1,Milano,45.447257,9.155131,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Pestalozzi 1,
agent7_pietro,Peter & Pan,"Via BONCOMPAGNI CARLO 10, 20139, Milano",Milano,45.440761,9.225889,cafe,TARGET,,,Mo-Su 07:00-20:00,LODI - CORVETTO,Peter & Pan,
agent7_pietro,Peter Bar,"Via LARGA 31, 20122, Milano",Milano,45.460647,9.191536,cafe,TARGET,+390258303846,,Mo-Su 07:00-20:00,DUOMO,Peter Bar,
agent7_pietro,Peter Bar,"Via PORDENONE 28, 20132, Milano",Milano,45.490215,9.235001,cafe,TARGET,,,Mo-Su 07:00-20:00,CIMIANO - ROTTOLE - Q.RE FELTRE,Peter Bar,
agent7_pietro,Peter Bar,,Milano,45.477638,9.193344,cafe,TARGET,,,Mo-Su 07:00-20:00,,Peter Bar,
agent7_pietro,Peter bar,"Via Padova 306, 20132, Milano",Milano,45.510043,9.249035,cafe,TARGET,,,Mo-Su 07:00-20:00,,Peter bar,
agent7_pietro,Peter Pan Cafè,,Milano,45.499595,9.149233,cafe,TARGET,,,Mo-Su 07:00-20:00,,Peter Pan Cafè,
agent7_pietro,Petit bar,Via Vincenzo da Seregno,Milano,45.520701,9.170925,cafe,TARGET,,,Mo-Su 07:00-20:00,,Petit bar,
agent7_pietro,Pezzotti Bar,"Via PEZZOTTI GIOVANNI 11, 20141, Milano",Milano,45.442235,9.183265,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,TIBALDI,Pezzotti Bar,
agent7_pietro,Picchio,"Via Melzo 11, 20129, Milano",Milano,45.47354,9.209468,cafe,TARGET,+39 02 29531433,,Mo-Su 07:00-20:00,,Picchio,
agent7_pietro,Picchio,"Via Gratosoglio 105, 20142, Milano",Milano,45.416235,9.169536,cafe,TARGET,,,Mo-Su 07:00-20:00,,Picchio,
agent7_pietro,Picchio,,Milano,45.491923,9.234348,cafe,TARGET,,,Mo-Su 07:00-20:00,,Picchio,
agent7_pietro,Piccolo Caffè,,Milano,45.445746,9.248209,cafe,TARGET,,,Mo-Su 07:00-20:00,,Piccolo Caffè,
agent7_pietro,Pierre Cafè,,Milano,45.466588,9.186184,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pierre Cafè,
agent7_pietro,Pink Bar,"Via VARESE 6, 20121, Milano",Milano,45.479127,9.18453,cafe,TARGET,,,Mo-Su 07:00-20:00,BRERA,Pink Bar,
agent7_pietro,Pinocchio,"Piazza GRECO 7, 20125, Milano",Milano,45.502341,9.211515,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,GRECO - SEGNANO,Pinocchio,
agent7_pietro,PiperCafè,"Via MOSSO ANGELO 2, 20127, Milano",Milano,45.493986,9.226815,cafe,TARGET,,,Mo-Su 07:00-20:00,LORETO - CASORETTO - NOLO,PiperCafè,
agent7_pietro,Pirelli 11 Caffè,"Via PIRELLI GIOVANNI BATTISTA 11, 20124, Milano",Milano,45.484064,9.20048,cafe,TARGET,,,Mo-Su 07:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,Pirelli 11 Caffè,
agent7_pietro,Pitti Caffè,"Via MASCHERONI LORENZO 16, 20145, Milano",Milano,45.470099,9.165422,cafe,TARGET,+39 02 48027256,,Mo-Su 07:00-20:00,PAGANO,Pitti Caffè,
agent7_pietro,Pokerbar,"Piazza STEFANO (SANTO) 5, 20122, Milano",Milano,45.462563,9.194805,cafe,TARGET,,,Mo-Su 07:00-20:00,DUOMO,Pokerbar,
agent7_pietro,Poldo,,Milano,45.47991,9.189711,cafe,TARGET,,,Mo-Su 07:00-20:00,,Poldo,
agent7_pietro,Poli District,"Via Carlo Pascal, 20133, Milano",Milano,45.4784,9.234117,cafe,TARGET,,,Mo-Fr 08:00-18:30,,Poli District,
agent7_pietro,Porpora,"Via CATALANI ALFREDO 35N01, 20131, Milano",Milano,45.486165,9.224553,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,LORETO - CASORETTO - NOLO,Porpora,
agent7_pietro,Portello Caffè,"Piazzale PORTELLO 4C01, 20149, Milano",Milano,45.490711,9.145721,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,VILLAPIZZONE - CAGNOLA - BOLDINASCO,Portello Caffè,
agent7_pietro,Portico 84,"Corso GARIBALDI GIUSEPPE 84, 20121, Milano",Milano,45.476947,9.184338,cafe,TARGET,,,Mo-Su 07:30-00:00,BRERA,Portico 84 | Portico84,
agent7_pietro,Portuga,"Via LANZONE 27, 20123, Milano",Milano,45.460719,9.176543,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,DUOMO,Portuga,
agent7_pietro,Posto Unico,"Via Pastrengo 16, Milano",Milano,45.486801,9.185724,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 07:00-20:00,,Posto Unico,
agent7_pietro,Potafiori,"Via Salasco 17, 20136, Milano",Milano,45.450548,9.196137,cafe,TARGET,+39 02 87065930,,Mo-Sa 09:00-23:45,,Potafiori,
agent7_pietro,Pretty bar,"Via privata Scipione Piattoli, 20127, Milano",Milano,45.498304,9.231862,cafe,TARGET,,,Mo-Su 07:00-20:00,,Pretty bar,
agent7_pietro,Prima classe,,Milano,45.464644,9.189001,cafe,TARGET,,,Mo-Su 07:00-20:00,,Prima classe,
agent7_pietro,Prima di Tutto,,Milano,45.497954,9.141588,cafe,TARGET,,,Mo-Su 07:00-20:00,,Prima di Tutto,
agent7_pietro,Prima Luce,"Piazzale Loreto 9, 20127, Milano",Milano,45.486895,9.216541,cafe,TARGET,,,Mo-Su 07:00-20:00,,Prima Luce,
agent7_pietro,Prince,"Viale GIOVANNI DA CERMENATE 68, 20141, Milano",Milano,45.437196,9.183665,cafe,TARGET,,,Mo-Su 07:00-20:00,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA,Prince,
agent7_pietro,Prince Cafe,"Via PRINCIPE EUGENIO 40, 20155, Milano",Milano,45.490761,9.166353,cafe,TARGET,,,Mo-Su 07:00-20:00,GHISOLFA,Prince Cafe,
agent7_pietro,Prince Cafè,"Via LAGRANGE GIUSEPPE 15, 20136, Milano",Milano,45.448824,9.177536,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTA TICINESE - CONCA DEL NAVIGLIO,Prince Cafè,
agent7_pietro,Profumo Bakery,"Via Amerigo Vespucci 11, 20124, Milano",Milano,45.481462,9.192826,cafe,AMBIGUOUS_TO_REVIEW,,https://profumobakery.com/,Mo-Su 07:00-20:00,,Profumo Bakery,
agent7_pietro,Pucatè - Bubble Tea,Via Felice Casati 23,Milano,45.47887,9.203163,cafe,TARGET,+39 345 507 3339,https://www.facebook.com/pucatemilano/,Mo-Su 12:30-20:00,,Pucatè - Bubble Tea,
agent7_pietro,Puccia's Brothers,"Piazza Virgilio 3, 20123, Milano",Milano,45.467597,9.172692,cafe,TARGET,+39 02 66666361,https://www.pucciasbrothers.it,Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su off,,Puccia's Brothers,
agent7_pietro,Punto Caffè,"Via CALOCERO (SAN) 25, 20123, Milano",Milano,45.457785,9.173002,cafe,TARGET,,,Mo-Su 07:00-20:00,MAGENTA - S. VITTORE,Punto Caffè,
agent7_pietro,PuntoGrill,,Milano,45.485702,9.237612,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Fr 06:30-19:30,,PuntoGrill,
agent7_pietro,QQTEA,"Via SIGNORELLI LUCA 1, 20154, Milano",Milano,45.481135,9.173558,cafe,AMBIGUOUS_TO_REVIEW,,,Mo-Su 10:00-22:00,SARPI,QQTEA,
agent7_pietro,Queen Bar,"Via SAMMARTINI GIOVANNI BATTISTA 15, 20125, Milano",Milano,45.487905,9.204081,cafe,TARGET,,,Mo-Su 07:00-20:00,STAZIONE CENTRALE - PONTE SEVESO,Queen Bar,
agent7_pietro,Queen Bar,"Corso SEMPIONE 77, 20149, Milano",Milano,45.485496,9.158495,cafe,TARGET,,,Mo-Su 07:00-20:00,PORTELLO,Queen Bar,
agent7_pietro,Queen's bar,"Via Asiago 116, 20128, Milano",Milano,45.507315,9.236673,cafe,TARGET,+39 02 27208056,,Mo-Su 07:00-20:00,,Queen's bar,
agent7_pietro,Quel che c'è cafè,,Milano,45.442805,9.205684,cafe,TARGET,,,Mo-Su 07:00-20:00,,Quel che c'è cafè,
