name,lat,lon,amenity,cuisine,website,phone
C'era una volta,45.4606786,9.194024,cafe,,,
Fuori Corso Spritz Bar,45.4606742,9.1938711,cafe,,,
Grecales' ub,45.4607887,9.1941097,cafe,,,
Ateneo Café,45.4605708,9.1937927,cafe,,,
Ristorante Ampere 57,45.4834499,9.2263474,restaurant,,,
Bar Felice,45.4783686,9.1754962,bar,,,
Pandenus,45.4776948,9.2062302,cafe,,https://www.pandenus.it/it/store/pandenus-via-tadino-15/,+39 02 29528016
Memà,45.4771421,9.2048584,cafe,sicilian,,
Acafè,45.4685079,9.1755703,cafe,ice_cream;pizza;italian,,
12oz,45.468296,9.1756823,cafe,coffee_shop,https://www.12ozcj.com/store-locator/,
Bar Stellina,45.4683081,9.1757769,cafe,,,
Faravelli,45.4575535,9.2058389,restaurant,pasta,,
Astoria,45.4591182,9.2063795,restaurant,pizza,,
Angus and more,45.4592683,9.2065252,restaurant,steak_house,,
Cosmai Coffee Store,45.5065267,9.2230662,cafe,,,+39 02 36524980
Bar Arici,45.5037049,9.2397658,cafe,,,+39 02 27207031
El Café de Milan,45.4816737,9.2367617,cafe,,,
Pizzeria Santa Maria,45.4816535,9.2369366,restaurant,kebab;pizza,,
Zhaolong,45.4817416,9.2371258,restaurant,chinese,,
Meat Crew,45.4744146,9.2089179,restaurant,,,
Turkish Kebap Pizzeria,45.4744917,9.2088315,restaurant,,,
M24,45.4745725,9.2087511,restaurant,,,
El Paso de los Toros,45.4766259,9.2052456,restaurant,argentinian,https://www.elpasodelostoros.it/,+39 02 2049870
Bar Addis Abeba,45.476966,9.2044808,cafe,,,
Ristorante Awash,45.4773686,9.2039279,restaurant,,,
Trattoria Wang Jing,45.4779139,9.2027945,restaurant,,,
La Locanda Dell'amore,45.4778327,9.2025334,restaurant,,,
Belluccio's,45.4711351,9.22894,restaurant,fish,https://www.belluccio.it/,
Delizia,45.4710925,9.2291808,restaurant,chinese;japanese,,
"ENTRATA Vino, Cucina e...",45.4558174,9.2043914,restaurant,italian,,+390266048395
Caffe Vergnano,45.4628751,9.1879344,restaurant,italian,,
Emipiace,45.455921,9.204453,restaurant,,,
Ecooking,45.4626286,9.1888034,restaurant,mediterranean,,
New Caffè Italiano,45.4770396,9.2004522,cafe,,,
Da Willy,45.4577142,9.2061319,restaurant,,,
La Marmora,45.4569305,9.202073,restaurant,,,
‘O Macarò,45.4572738,9.1936225,restaurant,,,
Tavola Calda,45.4810643,9.2173478,cafe,,,
Stranobar,45.453058,9.2124913,pub,,,
Velavevodetto Porta Venezia,45.4773561,9.204312,restaurant,regional,https://www.ristorantevelavevodetto.it/ristoranti/milano-porta-venezia/,+39 02 22224091
Sa Pizzedda,45.4772625,9.2042343,restaurant,pizza,,
Il Caffettino,45.4723032,9.2009236,cafe,,,
Cafè Pagano,45.4706688,9.1650143,cafe,,,
La Chiatta,45.4514335,9.1707525,restaurant,seafood;sandwich;italian;regional,https://lachiatta.com/,+390291665544
River,45.4512498,9.1709353,bar,,,
Paola Lorini,45.4367881,9.1989618,cafe,,,
Bar All'Angolo,45.4820463,9.220953,cafe,pastry;ice_cream;juice;sandwich,,+39 02 4548 8808
LeccoMilano,45.4769187,9.2041387,bar,,,
Note di Cucina,45.4887644,9.2185121,restaurant,italian,https://www.notedicucina.it/,
Bar Gioia,45.4467083,9.1982487,cafe,,,
BackDoor43,45.4513209,9.1734855,bar,,https://www.farmilygroup.com/locali/backdoor,
Wang Jiao Milan,45.4776234,9.2058389,restaurant,chinese,,
Aumm Aumma,45.467693,9.1626191,restaurant,pizza,,
Metropolis,45.4679639,9.1609588,cafe,,,
La Maniera di Carlo,45.4678228,9.162426,restaurant,,https://www.lamanieradicarlo.it/,+39 02 76024261
Rufus Bar,45.4678764,9.1643102,bar,,,
Cafè Caterina,45.4679943,9.1639787,cafe,,,
Pizzium,45.4533904,9.1576483,restaurant,,,
L'angolo del panino,45.4531367,9.1572226,cafe,,,+3902474546
Il Dongione - board game café,45.5028185,9.1652459,cafe,,,
Starbucks,45.4649292,9.1861957,cafe,coffee_shop,https://www.starbucksreserve.com/,+39 02 9197 0326
La Bila,45.4396449,9.1515203,cafe,,,
Ittolittos,45.4405374,9.1460934,pub,,https://www.ittolittos.it/,+39 02 8138061
Stefano Il Marchegiano,45.4895433,9.1539951,restaurant,fish;regional,https://www.stefanoilmarchigiano.com/,+390233001863
So' Garden,45.4359043,9.2408875,restaurant,,,
Bar degli Amici,45.4368018,9.2125303,cafe,,,
Mille Foglie,45.4370288,9.1613404,cafe,,,
Tenoha ramen club,45.4531317,9.1729146,restaurant,ramen,,
Frank Pizza,45.4586086,9.1784979,restaurant,,,+390223180950
Kappa's café,45.4317613,9.2438025,bar,,,
LùBar,45.4726566,9.2001177,restaurant,,https://www.lubar.it/,+390283527769
Golden Bar,45.4852757,9.2358578,cafe,coffee_shop,,
Lo Spaccio,45.5007515,9.1711059,restaurant,,https://www.lospaccio.restaurant,
Coffe house,45.4308903,9.2459102,bar,,,
Pizzeria e kebab da Omar,45.4307541,9.2457591,restaurant,,,
Free Time's Cafe,45.4322025,9.2416401,bar,,,
Trattoria Sole,45.4792402,9.2364849,restaurant,italian,,
Il Capestrano – Ristorante abruzzese,45.4368819,9.2019107,restaurant,regional,https://www.ilcapestrano.it/,+39 02 569 3345
Caffè Paul,45.4372853,9.1793086,cafe,,,
Dolce e salato,45.518539,9.2070039,bar,,,
SottoSopra,45.5157263,9.2120136,restaurant,,,+39 02 647 3909
Locale,45.4775828,9.1717896,restaurant,,https://localecento.it/,+39 02 36588110
Rebetiko,45.4769659,9.1726586,restaurant,greek,http://www.tavernagrecarebetiko.it/,+39 02 39542148
Tara,45.4777182,9.1731146,restaurant,indian,https://www.ristorantetara.it/,+39 02 3451635
Fradiavolo - Milano Sempione,45.4771492,9.1744082,restaurant,pizza,,
Ten to Ten,45.4776618,9.17279,restaurant,,,+39 02 317811
Pisco,45.476428,9.173297,restaurant,seafood,https://www.piscomilano.com/,+39 02 33605057
Social Market Fish & Chips,45.4527484,9.1782294,restaurant,,,
Alta Turkish Kebap,45.4557771,9.1965362,restaurant,,,
La Bufala,45.4799767,9.1676265,restaurant,,,
Mullerdi Cavit,45.4805424,9.1668582,cafe,,,
MIT Cafe,45.4763524,9.1711324,cafe,,,
Mi Sushi,45.4806317,9.1667221,restaurant,japanese,https://misushi.eatbu.com/?lang=it,+39 333 2090336
Maison Bretonne,45.4808858,9.1666552,cafe,,,
Salad Me Cafe,45.4798891,9.1679924,cafe,,,
La Taverna dei Golosi,45.4777339,9.1701292,restaurant,,,
Milano 1979,45.4768886,9.1704088,restaurant,,,
Tree experience,45.433684,9.2332215,cafe,,,
Pasta d'Autore,45.4586986,9.1809709,restaurant,pasta,https://pastadautoremilano.it/,
San Miguel,45.4591435,9.1810195,cafe,,,
Berberè,45.4595891,9.181337,restaurant,pizza,https://www.berberepizza.it/,
Wok on the Go,45.4589438,9.1812791,restaurant,asian,https://www.wokonthegomilano.com/,
VentiSette,45.5109675,9.1369933,restaurant,pizza;sushi,,
Yamakawa,45.4367959,9.1543629,restaurant,japanese,https://ristorante-yamakawa.it/,
Sant Eufemia,45.4576209,9.1901256,bar,italian,,
Gusto Da Roma,45.51617,9.1744058,restaurant,italian;regional,https://gustodaroma.com/,+390235980129
Identità golose,45.4685113,9.1902541,restaurant,,https://www.identitagolosemilano.it/,
FLOW,45.5148385,9.2128601,bar,,,
Bar Italia,45.4473755,9.2109148,bar,,,
Monica,45.4511674,9.203335,bar,,,
10 Corso Como,45.4818588,9.187778,restaurant,,https://10corsocomo.com/blogs/10cc-cafe,
Da noi si mangia,45.5049228,9.175685,restaurant,,,+39 02 3932 0186
Top pan,45.4594984,9.1660252,restaurant,chinese;japanese,https://toppan.eatbu.com/,+3902468709
Caffe Napoli,45.4628201,9.1969473,cafe,,,
Insubria,45.4523009,9.221347,restaurant,pasta;italian_pizza;italian;pizza,,
La puccieria,45.4827478,9.181684,cafe,,,
L’isola del Tesoro,45.4587959,9.1908423,restaurant,italian;regional,http://www.isoladeltesoro.net/,+390258307003;+393388524728
Square Food,45.4656372,9.1940571,cafe,,,
Ristorante Pizzeria Al Borgo,45.488692,9.1684666,restaurant,italian,,
Caffè Moda Plinio,45.4797136,9.2119101,cafe,,,
Fusho,45.4797625,9.2117947,restaurant,sushi,,
Rosticceria Palazzi,45.4793826,9.2124546,restaurant,,,+39 02 2047374
Mami,45.4790648,9.2145467,restaurant,fusion,,
El Murnè,45.4797399,9.2145038,cafe,,,
Albo d'Oro,45.4797738,9.2143723,restaurant,,,
Caffè La Piazzetta,45.4801951,9.2114702,cafe,,,
Pizzeria La Cappa,45.4364884,9.2004005,restaurant,,,
Bollani,45.4365886,9.2003804,cafe,,,
The Babylon,45.5130457,9.1606886,bar,,,+393348374391
Sun,45.4508305,9.1962333,restaurant,japanese,https://www.ristorantesushisun.it/,
Depot,45.4994109,9.2229911,bar,,,
Bistrot PolEATecnico,45.5054837,9.1652832,cafe,,,
Tang Gourmet,45.4814573,9.1777424,restaurant,chinese,,
Ramen Sarpi,45.4813817,9.1748527,restaurant,ramen,,
Osteria Vecio Frjul,45.4795876,9.1747963,restaurant,,,
Trattoria Hong Ni,45.4793281,9.1748393,restaurant,,,
Rosso Fuoco,45.4789689,9.1751075,restaurant,,,
Bar Il Liceo,45.4799826,9.1751558,cafe,,,
Caffè Popolare,45.4787488,9.1768402,cafe,,,
Elite,45.4372345,9.1829461,cafe,,,
Salumeria dello Sport,45.4533484,9.1523113,bar,,,+39 0289766020
Locanda Fuocolento,45.5133943,9.1699178,restaurant,,,
Euro Jolly,45.4540456,9.1710753,bar,,https://jollybiliardi.it/,+39 02 58105075
Gastronomia Yamamoto,45.4599692,9.1865876,restaurant,japanese,https://www.gastronomiayamamoto.it/,
Dcl Cetty Jumpy,45.4381231,9.1534969,cafe,,,
Duomo dal 1952,45.4760846,9.1714008,cafe,,,
Amici della Pizza,45.4889224,9.1847738,restaurant,pizza,,
40 Pizza e Cucina,45.475593,9.2052542,restaurant,italian,,+39 02 29400061
Starbucks,45.4802096,9.186816,cafe,coffee_shop,,+39 02 65560122
Extasià,45.4634962,9.1985178,nightclub,,https://www.extasiadiscotopless.com/,+39 02 76006679
Taverna Visconti,45.4642813,9.1993329,restaurant,regional,https://www.tavernavisconti.it/,+39 02 798334
CONCH,45.4874909,9.164507,restaurant,sushi;japanese,,+39 02 3360 1354
Conny &…,45.5038828,9.1661869,cafe,burger,,
Pasta&Mi,45.5038096,9.1657511,restaurant,,https://pastaemi.it/,+39 345 4738983
Delicatessen,45.47789,9.2045196,restaurant,regional,,
Bausan Cafe,45.5025256,9.1657976,cafe,,,
Francesino,45.5019207,9.1665231,cafe,,,
Bar Atlantic,45.4369781,9.1673842,cafe,,,
Bar Messina,45.4816704,9.1757016,cafe,,,
Gelsomino,45.4818115,9.1758344,restaurant,chinese,,
Al Vecchio Porco,45.4822769,9.1758504,restaurant,,,
Ma Ma Xiang,45.4824706,9.1770092,cafe,chinese,,
Pan Caffè Correnti,45.4597788,9.1803035,cafe,,,
Le Follie,45.5039942,9.1743641,restaurant,,,+39 02 3931 1621
Obicà Centrale,45.4858518,9.2050161,restaurant,italian,,+39 02 66986533
Bar Capricci,45.489983,9.2334858,cafe,,,
Bar Arcobaleno,45.4902434,9.2341872,cafe,,,
District 272,45.5075896,9.245293,nightclub,,https://www.district272.com/,+39 349 690 8519
Bar San Barnaba,45.45957,9.1984159,cafe,,,
Ivan & Frank,45.4480695,9.209435,restaurant,,,
Il Cortiletto,45.5166741,9.2264839,restaurant,italian,,
Convertini,45.5108567,9.2484427,cafe,,,
Tavola Fredda Bar,45.5061242,9.2643339,cafe,,,
Gran Moka,45.5030826,9.1934511,cafe,,,
Isola dei Sapori,45.4600756,9.2101605,restaurant,italian;regional,https://www.ristoranteisoladeisapori.com/,+39 02 54100708
Bar Emgma,45.5272658,9.2090962,bar,,,
Na Gott,45.461235,9.2035899,restaurant,,,
Bar Gerry,45.4619743,9.2031044,cafe,,,
Bar Vittoria,45.461615,9.2024848,cafe,,,
La Toga,45.4613102,9.2025357,restaurant,,,
La Legge dei Sapori,45.4612557,9.2025384,cafe,,,
Moments Bar,45.4661524,9.1389593,cafe,,,
Bar Derby,45.4664684,9.1394502,cafe,,,
Gemelli Diversi,45.4658496,9.1385141,restaurant,italian;italian_pizza,http://www.ristorantegemellidiversi.it,+39 02 406724
Larky restaurant caffe Milano,45.4666183,9.1648434,restaurant,,,
Speciale Osteria,45.4865053,9.1866943,restaurant,,https://specialeosteria.it/,+39 02 3925182
Le cinque delizie della Sicilia,45.4362644,9.2408491,cafe,,,
il Norteño,45.4363726,9.2407931,restaurant,,,
Altamarea,45.4365841,9.2413322,restaurant,,,
Pizzeria Acqua Farina e Sale,45.4375483,9.2434822,restaurant,pizza,,
Ristorante Pace,45.4594927,9.1544615,restaurant,,,
Pizzikotto,45.4682854,9.1303714,restaurant,pizza,,
Carlsberg Øl,45.479785,9.1893509,restaurant,pizza;italian,https://www.carlsbergol.it,+29 02 655 5560
Fusho,45.4811888,9.1725273,restaurant,,https://www.fusho.it/,
Bob Milano,45.4892502,9.189215,bar,,https://www.bobmilano.it/,
Pasta Madre,45.4516057,9.2052834,restaurant,,,
La Messicana,45.4878548,9.1914684,bar,pasta;sandwich;italian;coffee_shop,,
Clover,45.4889973,9.2102654,restaurant,,,
Posto Unico,45.4868098,9.1857326,bar,,,
way tao,45.4519126,9.1844186,restaurant,asian,,
Alibi Music & Spirits,45.5062384,9.2246976,pub,,,
Bar Gusto,45.4623136,9.2235532,bar,,,
Trattoria da Tomaso,45.485583,9.1914416,restaurant,,,
Cafè Gorille,45.4856032,9.1916064,bar,,https://www.cafegorille.it/,+39 02 6887627
Iter,45.4511838,9.17444,bar,italian,https://www.farmilygroup.com/locali/iter,+39 348 7660636; +39 02 35999589
Zakuro,45.4675253,9.1738859,restaurant,japanese;indian;chinese;ramen,https://zakuromilano.eatbu.com/,+390248195468
Al Mercante,45.463758,9.186363,restaurant,,,
Da Giacomo,45.4653767,9.2085752,restaurant,,,
Mao Hunan,45.4861051,9.2188668,restaurant,chinese,,+39 02 49787361
Deja Vu,45.4619002,9.2220382,cafe,,,
Morgante cocktail & soul,45.4522005,9.1749661,bar,,https://www.morgantecocktail.com/,+390235940879
Ungaro,45.4900299,9.2372516,cafe,,,
Volt Club,45.4568891,9.1840788,nightclub,,https://www.voltclub.it/,
BeerShow,45.489097,9.1892254,bar,,,
Madera Milano,45.4813087,9.1689337,cafe,,,
Murales,45.4818842,9.1690811,restaurant,,,
Da Giulia,45.4813143,9.1684831,restaurant,,,
Just India,45.4819573,9.2095838,restaurant,indian,,
Sant’Eustorgio,45.4533658,9.1809985,restaurant,,https://www.ristorantesanteustorgio.it/,+39 02 58101396
Uva Garden,45.4811783,9.1723245,restaurant,chinese,,
dolce & salato,45.4484814,9.1184924,cafe,,,
Green,45.4569739,9.1612174,bar,,,
Caffe TURR,45.4842261,9.1531194,cafe,,,
Bistrot Stendhal Citylife,45.4784517,9.1566479,restaurant,,,+39 02 66040049
Red Bistrot Libreria,45.478179,9.1553765,restaurant,italian;coffee_shop,https://www.lafeltrinelli.it/fcom/it/home/pages/puntivendita/negozi/trova/Milano/RED-Milano-CityLife.html,+39024986472
Brooklyn Pub,45.4784141,9.154891,pub,,,
Bomaki CityLife,45.4781187,9.1543249,restaurant,japanese;brazilian;sushi,https://www.bomaki.it,+39 02 436254
Wagamama,45.4784158,9.1542658,restaurant,asian,,
Fra diavolo,45.4782636,9.1542741,restaurant,pizza,,
Le Colline Toscana,45.4827969,9.1713229,restaurant,,,
Circolo ARCI Traverso – Trattoria popolare,45.4960046,9.1416607,restaurant,,,
Il Riccio di Mare,45.4264352,9.2009398,restaurant,,https://www.ilricciodimare.com,
Gli Orti del Belvedere,45.4549119,9.1999222,restaurant,,,
Gennaro Esposito,45.4550539,9.1996982,restaurant,pizza,,
Made in Corvetto - Cucina di quartiere,45.4378712,9.2200003,restaurant,regional,https://madeincorvetto.it,+393421897969
Poli District,45.4784005,9.2341169,cafe,,,
Mahone's,45.4509567,9.2036856,restaurant,,,
Bar Lisa,45.433287,9.201303,cafe,,,
Tucano,45.4331854,9.2020989,nightclub,,http://www.discotucano.it,
Ghe Pensi Mi,45.4928161,9.2165775,cafe,,,
Vineria Tut a Post,45.4705391,9.2276742,bar,,,
Hall of Fame,45.4670279,9.1547443,restaurant,italian;burger,,+39 02 36705187
Legend Club,45.5161589,9.1794377,nightclub,,,
Caffè Inn,45.4521623,9.2031945,cafe,,https://caffe-inn-international-bistrot.eatbu.com/,
DeRos,45.4686139,9.190449,restaurant,,,
Old Wild West,45.4452566,9.1612084,restaurant,american,,
Kasai,45.4437179,9.1816656,restaurant,japanese;sushi,,
Amina,45.4488631,9.1995304,restaurant,moroccan,https://aminaristorante.it/,
New tentacoli,45.4488326,9.1990399,restaurant,,https://www.newtentacoli.it/,+39 02 58318470
Altaguardia 17,45.4489994,9.1999266,restaurant,,,
El barrettin,45.4492246,9.200168,bar,,,
Don Juan,45.4505929,9.1992724,restaurant,,,
Bar dell'angolo,45.4508312,9.1990256,bar,,,
Madison,45.4507997,9.1993172,bar,,,
SuperPizza,45.450839,9.1989558,restaurant,pizza,,
Al Gargano,45.4912458,9.2190602,restaurant,pizza,,+39 02 289 6271
Vecchi Tempi,45.4909035,9.2190382,cafe,,,
Web Bar,45.4909772,9.2186132,cafe,,,
Boscogrosso,45.4441579,9.1527357,restaurant,pizza,,
Octopus,45.4440109,9.1521662,pub,,,+39 02 8912 6068
Sui Generis,45.4763158,9.2040763,bar,,,
La Sirenetta,45.4505008,9.2219715,restaurant,,,+39 02 546 1890
Kofler,45.4516608,9.2164912,restaurant,,,
L'artista,45.4507467,9.223407,bar,,,
Vanity,45.4553591,9.2084574,cafe,,,
Maxi,45.4366984,9.2162021,bar,,,
Barona,45.4373769,9.1540692,bar,,,
Mezè,45.4659757,9.2105595,restaurant,lebanese,,
Lucky bar,45.4890164,9.1873667,cafe,,,
3/4,45.4889694,9.1873664,pub,,,
Biga Milano,45.4896527,9.1875067,restaurant,pizza,,
Barrique Enoteca e Degustazione,45.4897386,9.1888848,bar,,,
TUSA,45.4894346,9.1892294,bar,,,
Caprese,45.4897949,9.1878614,restaurant,pizza,,
Twenty-Five,45.4422374,9.1447497,bar,,,
Yid Ramen,45.4887737,9.1887831,restaurant,ramen,,
Mi Scusi,45.4874951,9.1892789,restaurant,italian,,
La Coccinella,45.4878228,9.1894992,restaurant,pizza,,
Soprattutto,45.456149,9.2383604,restaurant,,,
Yuan Chinese Hot Pot,45.4621268,9.1911012,restaurant,chinese,,
Smartkook,45.4616882,9.1908673,cafe,,https://www.smartkook.it/,+39 02 36684727
Coa cocktail bar,45.4760797,9.2033751,bar,,,
O' Surdato 'Nnammurato,45.4707815,9.140613,restaurant,pizza;regional,,+3902 8905 8040
Bar Torrefezione,45.4725859,9.142876,bar,,,
Homu,45.4723659,9.1430496,restaurant,japanese;chinese,https://www.homumilano.it/,+390287064421;+393928562672
Pan Caffè Porta Genova,45.4539407,9.1705063,cafe,,,
Ristorante Wu,45.4733529,9.1417105,restaurant,asian,https://www.ristorantewu.com,+39024046944
El Carbonazo,45.4748359,9.1392583,restaurant,,,+393803691481
Ristorante El Norteño,45.4711536,9.1412025,restaurant,,https://www.facebook.com/ElNortenoPeru,+393248333769
Ristorante La Versilia,45.4709845,9.1559862,restaurant,italian,,+39 02 433870
Tutti Fritti,45.4586395,9.180958,bar,,,+390289052541
Levante,45.434449,9.2237501,cafe,,,
Garden Café,45.4965805,9.170046,cafe,,,+39 02 39490351
Overjoy,45.4946072,9.1759465,restaurant,,,+39 02 688 3513
Casa Artiano,45.4623384,9.1873822,restaurant,pizza,,
Hosteria Marechiaro,45.4269549,9.2505194,restaurant,,,
Foodie's,45.476001,9.1949245,cafe,,,
Pasticceria Ranieri,45.4759386,9.1935497,cafe,,https://www.pasticceriaranieri.it/,+39 02 6595308
Il Giò,45.4772461,9.1938516,bar,,,
Micrò,45.4309346,9.1729978,bar,,https://www.spaziomicro.it/,
Bomaki Sanzio,45.4679391,9.1513966,restaurant,japanese;brazilian,https://www.bomaki.it/,+39 0239563318
Yu Zhou,45.4681362,9.1513923,restaurant,chinese,,+39024813588
Antica Pizzeria Leone,45.4681968,9.1513015,restaurant,pizza,https://www.facebook.com/Antica-Pizzeria-Leone-710395012403147/,+390248001829
Lievità,45.4682751,9.1511964,restaurant,pizza,https://www.pizzeria-lievita.com/,+39 02 40701454
Novecento,45.4685094,9.1509018,restaurant,meat;pizza;pasta;risotto,https://www.novecentoravizza.it/,+393519828581
Bottega Lucia,45.4674405,9.1527733,restaurant,pasta;meat,http://www.bottegalucia.eu/,+39024814295
Ristorante da Gaspare,45.4687334,9.1506043,restaurant,pasta;meat;italian,https://www.ristorantedagaspare.com/,+390248006409
Ristorante La Carrettiera - Da Franca e Lillo,45.5000299,9.1683757,restaurant,Pugliese_-_Siciliana,,
Latteria Maffucci,45.4988229,9.1718788,restaurant,italian,,+39 340 380 3939
Stoica Bar,45.4624311,9.187147,cafe,,https://www.stoicabar.it/,
Maga Cacao,45.4618144,9.1870151,cafe,,,+39 02 89094998
Erbert,45.461536,9.188371,restaurant,,https://www.erbert.it,
Bar Milano,45.4615491,9.1878211,cafe,,,
Jin Yong Ristorante Cinese,45.4623694,9.188363,restaurant,chinese,https://www.jinyongmilano.it/,
Circolo Arci Biko,45.4421057,9.1538049,nightclub,,https://www.bikoclub.net/,
Bottega Razdora,45.4533822,9.1961039,restaurant,,,
Colibrì,45.4615176,9.1958152,bar,,https://www.colibrimilano.it/,+393494016961
Bellavia,45.480232,9.1713157,cafe,,,+39 02 39527520
Pandenus,45.4829814,9.1923714,cafe,,,
Himalaya,45.494953,9.1466583,restaurant,nepalese;indian,,
Gennaro Rapido A' Rot e Carrett,45.4915565,9.153056,restaurant,italian;italian_pizza;pizza,https://www.gennarorapido.it/,+39 338 9903074
Genè Milano,45.497835,9.2254918,restaurant,italian,,+393801762161
Cafè Real,45.4620728,9.2142698,cafe,,,
NoLoSo,45.4930036,9.2179133,bar,,,
PoP,45.4763444,9.2050817,bar,,,
Pizzeria Vincenzo Capuano,45.4791842,9.1838177,restaurant,pizza,https://www.capvin.com/,
Sapore della Grecia,45.4628716,9.2169766,restaurant,greek,,
Ristorante Shorai,45.4626132,9.2045743,restaurant,sushi,,
Like Mike,45.4705904,9.2070275,restaurant,,,
Basement,45.4665427,9.1829449,restaurant,italian,https://www.basementmilano.it/,+39 02 30322850
Mamma Farina,45.5025081,9.1819523,restaurant,,https://www.mammafarina.it/,
Quasilocanda,45.5009577,9.1493186,restaurant,regional;italian,http://www.quasilocanda.com,+390228092209
Green Day,45.477672,9.193019,restaurant,,,
Yuebinlou,45.4813431,9.1743873,restaurant,chinese,,+39 02 36504611
Maré,45.4505423,9.1697618,restaurant,italian,https://mareconlaccento.it/milano/mare-milano/,
Ricky Bar,45.4822675,9.1754428,cafe,,,
Fiume d'argento,45.4578308,9.1766253,restaurant,chinese,,+39 02 837 5006
Assaje,45.4657923,9.1654907,restaurant,pizza,https://www.assaje.it/,+390243983226
No name,45.4655457,9.1654345,cafe,,,+390248007221
Todos a Cuba,45.4578445,9.1805083,bar,,,+39 02 8738 1420
Bar Terzo Tempo,45.4581169,9.1544724,cafe,,,
Boom,45.4631563,9.2244805,bar,,,
Elite Cafe Tolstoi,45.4536949,9.1496909,bar,,,
Il Tempio del Gusto,45.453445,9.1510414,restaurant,,,
Sitar,45.4533942,9.1517158,restaurant,indian,https://www.sitarindianrestaurant.it/,
Pasticceria Caffetteria Giorgia,45.454961,9.1543201,cafe,,,
Red Black,45.4595869,9.1569744,cafe,,,+390248513755
The Boss Cafè,45.4578513,9.1558191,cafe,,,
Bar dei Grimani,45.4564412,9.155249,cafe,,,
Marlin,45.4625511,9.1546604,restaurant,regional,,
Basara Washington,45.4603893,9.1545477,restaurant,japanese,,
Soffice,45.457999,9.1544739,restaurant,pizza,https://sofficealtrancio.it/,+39 02 32933592
mi Ami,45.477678,9.2057317,restaurant,dumpling,,
Bar Pegasus,45.4562018,9.1598972,cafe,,,
La filetteria italiana,45.4487741,9.1615934,restaurant,,https://www.lafiletteriaitaliana.it/,
Cruditè,45.4481671,9.1625481,restaurant,fish,https://cruditemilano.it/,
Marina sul Naviglio,45.4483147,9.1624636,restaurant,fish;pizza,https://www.ristorantemarinamilano.it/,
Bar Arcobaleno,45.4467675,9.1652551,cafe,,,
Apollo,45.4473231,9.1747092,nightclub,,https://www.apollomilano.com/,
Trattoria della Gloria,45.4476668,9.1752668,restaurant,,https://www.trattoriadellagloria.it/,+39 02 45474710
B di bistrot,45.4564313,9.170958,restaurant,italian;regional;dessert,https://www.bdibistrot.it/,+390296845204
Yixiang,45.4540694,9.1739224,restaurant,chinese,,
Mare e Monti,45.4545292,9.1554241,restaurant,pizza,https://mari-e-monti-restaurant-milano.eatbu.com/,
La Mannaia,45.4513066,9.1545989,restaurant,steak_house,https://la-mannaia-steak-house-1.jimdosite.com/,
Bar Cosmo,45.4633778,9.16385,cafe,,https://bar-cosmo.business.site/,+39024989640
Agua Sancta,45.4791336,9.185904,bar,,https://www.aguasancta.it/,+39 02 36550 489
Niuda,45.4775949,9.1856958,restaurant,ramen,,
Donna Assunta 1954,45.4610525,9.228,restaurant,regional;pizza,https://donnaassunta1954.it,
La Iguana,45.4924071,9.2248323,cafe,,,
Milano Cafè,45.4830584,9.1699456,bar,,https://www.milanocafe.it,+39 02 33 14 667
Panta Rei,45.4556625,9.0642525,restaurant,pizza;seafood,https://www.pantareiclub.com/milano/,+39 02 39413241
Gipsy,45.4795351,9.2375744,bar,,https://gipsy.fun/,
Rossosapore,45.4334645,9.2386506,restaurant,,,
Grapes,45.4513689,9.1736721,bar,,,
Spirit de Milan,45.5067143,9.1584748,restaurant,,https://spiritdemilan.it/,+39 366 721 5569
Moray,45.482907,9.1637782,restaurant,,,
Legame,45.4813882,9.1669127,restaurant,pizza;fish;neapolitan,,
Quore Italiano,45.474676,9.206154,restaurant,,,
Nonna Maria,45.4665228,9.2151157,restaurant,,https://www.nonnamariaosteria.it/,
Royal Cafe,45.4751789,9.2050515,cafe,,,
La Taverna,45.4617482,9.2135623,cafe,italian_pizza;italian,,
4 Stagioni,45.5059508,9.1775892,cafe,,,
Le Presine Volanti,45.4610738,9.2097855,restaurant,kebab;tapas;soup,,
Sa Mesa,45.4901663,9.1549516,restaurant,fish,https://www.ristorantesamesa.it,
Jade Café,45.462437,9.1926307,cafe,,jadecafe.it,+39 02 7209 5535
Ristorante Pizzeria Aurora,45.4555588,9.2025179,restaurant,,,+39 02 5518 4433
UGO,45.4517532,9.1735891,bar,,https://www.ugobar.it/,
Bar Van Gogh,45.4673538,9.1429893,cafe,,,
Antonietta caffè,45.4764086,9.1443628,cafe,,,
Il Cafferino,45.4754,9.1436825,cafe,,,
Ristoservice,45.4611958,9.1952252,cafe,,,
Hana,45.4659662,9.1598967,restaurant,japanese,,
Bianca,45.4648337,9.1632146,restaurant,seafood,https://www.ristorantebianca.com/,+390245409037
Acqua Pazza,45.4654827,9.1648051,restaurant,seafood,https://www.acquapazza.eu,+39024812004
Franci's Bar,45.4652439,9.164432,cafe,,https://www.facebook.com/FrancisbarMilano/,+39024890512
Savana,45.4790549,9.1737959,restaurant,eritrean,https://www.savanaeritreo.com/,+39 366 4073136
Trattoria Da Lucia,45.4640192,9.2280786,restaurant,italian;italian_pizza;sicilian,,
Alcazar Milano,45.4861879,9.1556742,bar,,,
Amunì,45.4566183,9.1676202,restaurant,regional;italian;pizza,https://www.amunipizzeriasicula.com/,
