venue_name,lat,lon,amenity,leisure,sport,website,phone,addr_street,addr_city,addr_postcode,opening_hours,brand,operator
Livorno padel center,43.5436178,10.3349,,sports_centre,padel,https://livornopadelcenter.it/,,,,,,,
Fit active,43.544483,10.3352004,,fitness_centre,,https://www.fitactive.it/i-club/LivornoViaCimarosa.php,,,,,,,
Fitnes Danza attiva Claudia Laurino,37.2777482,14.0818026,,fitness_centre,,,+393293960278,,,,,,
Centro Yoga Integrale,45.5311024,9.3291759,,fitness_centre,yoga,,,Via Montello,,,"Mo-Fr 10:00-12:00,17:30-20:00; Sa 10:00-12:00",,
Le Tonic cCub Fitness & Spa,45.825775,8.8039511,,fitness_centre,,https://www.facebook.com/LeTonicClub/,,Via Silvestro Sanvito,Varese,21100,,,
Urban Fitness,45.8288933,8.80007,,fitness_centre,,https://www.urbanfitness.it/centri/varese-opening-soon/,,,,,,,
Genesi Studio - Healthy Living -,44.6373707,10.9512477,,fitness_centre,,,,Via Riccardo Zandonai,Modena,41122,,,
UboldoShooting - Tiro A Segno,45.6210063,8.984945,,sports_centre,shooting,,,Via Cascina Regusella,Uboldo,21040,,,
FitActive,40.9388055,14.2208069,,fitness_centre,,,,,,,,FitActive,
E-co Kore Wellness,37.5535598,14.2936841,,fitness_centre,,https://www.ecokorewellness.it/,,,,,,,
Centro Satyananda Yoga Udine,46.1107588,13.1706122,,fitness_centre,yoga,https://www.satyanandaudine.it/,+39 327 1213807,Via Borgo Marano,Moruzzo,33030,We-Th 18:00-22:00,,
Atletalab,45.543988,11.0023727,,fitness_centre,,https://www.instagram.com/ac_atletalab/,+393341145532,Via Tinazzi,Grezzana,37023,,,
A.S.I.A. dojo Modena,44.638262,10.9506764,,fitness_centre,,,,Via Ettore Orlandi,Modena,41122,,,
Out Dor,41.3404783,13.425968,,sports_centre,climbing,,,,,,,,
Opera Verticale,45.561421,12.122347,,sports_centre,climbing,https://operaverticale.it/,+39 351 890 2241,Via Enrico Mattei,,,"Mo,We,Fr 17:00-22:30; Tu,Th 09:00-12:00,16:00-22:30; Sa 10:00-18:00; Su off",,
Antistadio Fernando Mengoni,43.6249664,13.3807984,,sports_centre,,,,,,,,,
FitActive,43.7109599,10.9455959,,fitness_centre,yoga;fitness,https://www.fitactive.it/,+393755323176,"Via Gian Battista Vico, 29, 50053 Empoli FI",Empoli,50053,24/7,FitActive,
Derthona Fitness,44.9057772,8.8878489,,fitness_centre,,,,,,,,,
"Palestra Comunale ""Mauro Pastorelli""",45.6712467,8.7406763,,fitness_centre,,,,Via Edmondo De Amicis,,21011,Mo-Fr 09:00-22:00; Sa 10:00-17:00,,
Fitup,45.0709045,9.2698069,,fitness_centre,,,,,,,,,
Centro Sportivo Sopramonte,46.0697081,11.0552843,,sports_centre,,,,,,,,,
Anahata,45.0155236,7.8259889,,fitness_centre,yoga,,,,,,,,
ICON,37.6188113,15.148242,,fitness_centre,fitness;gymnastics,https://www.iconpalestre.it/,+39 393 336 3789,Via Sclafani,Acireale,95024,Mo-Sa 10:00-20:00,ICON,Icon
Jcl Fit,44.7198079,7.8233798,,fitness_centre,,,+39 349 5673238,Via Emilio Visconti Venosta,Bra,12042,,,
Polisportivo Darsena - Bike Park,44.4150348,12.21321,,sports_centre,,,,,,,,,
abcardio,44.5084849,11.3513743,,fitness_centre,,,,Via Sebastiano Serlio,,,,,
Bocciofila La Concordia,45.0710044,7.6500665,,sports_centre,,,,Via Frejus,,10139,,,
Hashi,40.8417093,14.2240666,,fitness_centre,yoga,,,,,,,,
FitAndGo,44.2236634,12.042755,,fitness_centre,,,,,,,,,
Pista di atletica Rivoli,45.0653933,7.5295052,,sports_centre,,,,,,,,,
Reborn Training,45.7085411,11.4781812,,fitness_centre,,,,Piazza Borgo Belvigo,,,,,
Scandurra Fitness,37.6278881,15.1611997,,fitness_centre,,,,Via Ingegner Antonino Scalia,,,,,
Padel Modena,44.6446686,10.9364533,,sports_centre,,https://padelmodena.com,+393518188598,Viale Giuseppe Verdi,,41121,Mo-Su 08:00-23:30,,
Village Paddle (Padel) Modena,44.6033646,10.8644208,,sports_centre,,,+393512209713,Strada Cavezzo,,41126,,,
Padel & Beach San Donnino,44.5858529,10.9723034,,sports_centre,,https://www.padelsandonnino.it/,+393666358467,Via Della Genziana,,41126,Mo-Sa 08:00-23:00; Su 09:00-23:00,,
Sd Sport - Padel San Damaso,44.5994224,10.9760107,,sports_centre,,,+390598677638,Stradello Scartazzetta,,41110,Mo-Su 10:00-23:00,,
3M Padel Saliceta,44.6264554,10.9026553,,sports_centre,,,,Strada Panni,,41125,Mo-Fr 08:00-23:00; Sa-Su 08:00-21:00,,
CIDI Padel e sport,44.6360358,10.9180815,,sports_centre,,,+390598677991,Via Fortunato Tamburini,,41224,Mo-Sa 09:00-23:00; Su 15:00-23:00,,
Red Padel Madonnina Modena,44.6547957,10.8947349,,sports_centre,,https://www.prenotauncampo.it/centri-sportivi/modena/modena/redpadelebeachmadonnina/,+393314426277,Via Don Pasquino Fiorenzi,,41123,Mo-Su 09:00-22:30,,
Setpoint Tennis & Padel,44.6337297,10.8730028,,sports_centre,,https://www.sportclubby.com/it/modena/setpoint-tennis-padel?_branch_match_id=1564257520529454421&,+393381303403,Via Umberto Tonini,,41126,Mo-Fr 08:00-23:00; Sa-Su 09:00-20:00,,
Zini Padel Club,44.5721774,10.9113999,,sports_centre,,,+393516028144,Via della Chiesa,,41051,Mo-Su 08:00-23:30,,
"Playing Asd, Padel Modena",44.642626,10.9061332,,sports_centre,,https://booking.prenotamisubito.it/login,+3398395293,Via Vittorio Padovani,,41124,Mo-Fr 07:00-23:00; Sa 07:00-18:00; Su 00:00-24:00,,
Mammut Padel Modena,44.61504,10.9290652,,sports_centre,,https://playtomic.com/clubs/mammut-modena,+390597472900,Via Francesco Ghiaroni,,41126,Mo-Fr 08:00-23:00; Sa-Su 08:00-21:00,,
Circolo Usl - Padel Modena,44.6380829,10.9430996,,sports_centre,,https://sites.google.com/site/circolouslmo/,+39059372785,Via Del Pozzo,,41125,Mo-Fr 09:00-21:00; Sa 09:00-19:00,,
Sky Blu Padel,44.5957096,10.8570436,,sports_centre,,https://skyblupadel.it,+390593967260,Via Fiori,,41043,Mo-Su 08:00-23:00,,
Newpadel Srls - Padel Modena,44.7285192,10.9107706,,sports_centre,,https://www.newpadelsoliera.it,+393341350801,Via Alessandro Scarlatti,,41019,Mo-Fr 07:00-23:30; Sa-Su 08:30-20:00,,
Padel Nonantola,44.6742587,11.051465,,sports_centre,,,,Via G. Garibaldi,,41015,,,
Padel castelnuovo,44.5487839,10.9409167,,sports_centre,,https://playtomic.com/clubs/oratorio-circolo-acli-castelnuovo,+393332609512,Via Giacomo Matteotti,,41051,,,
a.s.d. White Crane Kung Fu,41.8665836,12.4867552,,sports_centre,,https://www.grubianca.com/,,Via Ignazio Persico,,00154,,,
Palestra Falcone,45.6562302,8.7960409,,fitness_centre,,https://www.isfalconegallarate.edu.it/,+39 033 177 4605,Via Giacomo Matteotti,,21013,"Mo-Fr 08:00-12:30, 14:00-19:00; Sa 08:00-12:00",,
Bioform,45.7686007,9.8199548,,fitness_centre,,,,,,,,,
Anytime Fitness,42.4562736,14.2257665,,fitness_centre,fitness;weightlifting,https://www.anytimefitness.it/palestra/it-0072/pescara-pe-65126/,,Via Alessandro Valignani,Pescara,65126,24/7,Anytime Fitness,
New Power Fitness,37.2440185,15.2221289,,fitness_centre,,,,,,,,,
Tara Yoga & Ayurveda,45.8142788,8.7636898,community_centre,,yoga,,,,,,,,Associazione dilettantistica sportiva Tara Yoga & Ayurveda
FitHub 360,45.9153573,11.0352372,,sports_hall,fitness,https://www.fithub-rovereto.it/,,Via Salisburgo,Villa Lagarina,38060,,,
mAt Work,44.3459136,11.6877926,,fitness_centre,pilates,https://www.equilibriopilates.it/,+39 393 9423485,,,,,Equilibrio Pilates,
No Limits,45.5915729,9.199434,,fitness_centre,,,,,,,,,
Strong & Fit,43.4995609,12.9391595,,fitness_centre,,,,,,,,,
Falesia Le Due Torri,40.5733409,17.1878389,,sports_centre,climbing,,,,,,,,
Karate Dojo,40.8335652,16.5549616,,fitness_centre,karate,,,Via Quattro Novembre,,,,,
Eagle Fit Lab,44.3553969,11.7191632,,fitness_centre,,,+39 393 199 8618,Via Selice,,,,,
FitActive,37.5957548,15.1669671,,fitness_centre,,,,,,,,FitActive,
PalAngela,44.4980121,11.2960666,,fitness_centre,,,,,,,,,
Bocciofila bareggese,45.4762251,8.9999125,,sports_centre,boules,,,Via Venticinque Aprile,Bareggio,20010,,,
Up Level,40.8974261,14.3156409,,fitness_centre,,,,,,,,,
Titan Gym,37.2434868,15.2192509,,fitness_centre,,,,,,,Mo-Fr 09:00-21:00; Sa 09:00-12:00; PH off,,
Sporting Club Panda,41.9524412,12.5720998,,sports_centre,,https://www.sportingclubpanda.it/,+39068274201,Via Nomentana,,00156,Mo-Su 09:00-00:00,,
Blufox23,37.0857006,15.2857938,,fitness_centre,,,,,,,Mo-Fr 08:00-20:30,,
Crazy Gym,37.8519036,15.2945828,,fitness_centre,,,,,,,,,
Athena Fitness,40.8826248,14.1452876,,fitness_centre,,,,,,,Mo-Fr 07:00-22:00; Sa 08:00-13:00; Su off,,
FitActive,45.6713495,8.7497808,,fitness_centre,,https://www.fitactive.it/i-club/casorate-sempione.php,+39 351 836 7572,Via Sempione,,21011,24/7,,
FitUp,44.7092232,7.8430953,,fitness_centre,,https://fitup.it/,+39 0172 1908230,Strada San Matteo,Bra,12042,,,
Piscine comunali di Sambuceto,42.4109741,14.1831748,,sports_centre,swimming,,,,,,,,
Team Evolution,43.9346369,12.6246979,,sports_centre,,,+39 320 039 7787,Via Cavour,San Clemente,47832,,,
C&C Dog Center,45.3956396,7.8628913,,sports_centre,dog_racing,,,,,,,,
Falesia Bimbi di Vinca,44.1455516,10.149414,,sports_centre,climbing,,,,,,,,
Falesia Tecchia del Pistello,44.1615982,10.1413589,,sports_centre,climbing,,,,,,,,
Tennis Le Querce,45.6638435,8.7550612,,fitness_centre,,https://tennislequerce.it/,+39 347 6940149,Via Ronchetto,,21011,Mo-Su 08:00-23:00,,
Scuderia Le Querce,45.6646029,8.7566046,,sports_centre,,http://www.scuderialequerce.it/,+39 335 5938468,Via Ronchetto,,21011,Tu-Sa 09:00-21:00; Su 08:00-15:00,,
Mamete Club,45.5783027,9.2799044,,fitness_centre,,,,Via Aspromonte,Monza,20900,,,
AF Training Studio,45.52216,11.0192108,,fitness_centre,,,+393486972722,Viale Europa,Grezzana,37023,,,
Revolution,44.422096,7.5506504,,fitness_centre,,,,Via Guido Martino,,,24/7,,
STUDIO PILATES ODB 2,45.5211627,11.0214106,,fitness_centre,,,+393278453910,Via Enrico De Nicola,Grezzana,37023,,,
Extreme,43.5722776,13.5056204,,fitness_centre,,,,Via Achille Grandi,,,,,
Dodici Vie,45.6211661,13.8672172,,sports_centre,climbing,,,,,,,,
Parco Calisthenics,45.7514262,8.6768713,,fitness_station,fitness,,,,,,,,
Parco Calisthenics di Vergiate,45.7228857,8.7064185,,fitness_station,fitness,,,,,,,,
Parco Calisthenics di Arcisate,45.856105,8.8635522,,fitness_station,fitness,,,,,,,,
Parco Calisthenics,45.7840657,8.7026538,,fitness_station,fitness,,,,,,,,
Parco Calisthenics,45.8725991,8.6155276,,fitness_station,fitness,,,,,,,,
Centro Cinofilo Educativo,44.8308943,7.7100607,,sports_centre,,https://www.centrocinofiloeducativo.it/,+39 3341437393,Via Gherarda,,10022,,,
Center Gym,45.8822459,9.9522079,,fitness_centre,,,,,,,,,
New Energy,37.227989,15.2199322,,fitness_centre,,,,,,,,,
CrossFit Torino,45.0551652,7.671984,,fitness_centre,,https://crossfittorino.it/,+39 011 5817047,,,,,,
Clan Destiny CrossFit,44.6894553,7.8463496,,fitness_centre,crossfit,https://clandestinycrossfit.com/,+39 351 3222136,Via Ventiquattro Maggio,Bra,12042,,CrossFit,
Il Circo della Luna,42.4533538,14.214108,,fitness_centre,gymnastics,https://ilcircodellaluna.wixsite.com/2016,,Via Alento,Pescara,65129,,,
One Project Wellness,43.7265958,10.9576844,,fitness_centre,,,,,,,,,
Polisportiva Popolare Pavese,45.1725277,9.1464745,,sports_centre,,,,Via dei Mille,,27100,Mo-Su 16:00-22:00,,
Centro Sportivo Fratelli Cervi,43.6001465,13.2674171,,sports_centre,,,,,,,,,
Fitness Revolution,45.1015517,10.8405408,,fitness_centre,fitness;gymnastics,,,Via Romana Zuccona,Bagnolo San Vito,46031,,,
FITLAB,40.5364535,17.440719,,fitness_centre,,,,,,,,,
Sëurasas,46.5782053,11.711359,,sports_centre,climbing,,,,,,24/7,,
Urban Fitness,45.4816335,9.1995179,,fitness_centre,,,,,,,,,
Palestra Salus,43.4584557,11.8795922,,fitness_centre,,https://www.palestrasalus.it/,+39 0575 295766,Viale Mecenate,,52100,"Mo, We, Fr 07:00-21:30; Tu, Th 08:30-21:30; Sa 09:30-17:30",,
NoExcuses Personal Club,41.0770795,14.4168734,,fitness_centre,fitness,,+3908231579150,Via Sannitica Commerciale,Valle di Maddaloni,81020,,,
Campo sportivo Bartolozzi,43.7529282,11.1938685,,sports_centre,,,,,,,,,
SaraMore Yoga,44.4025099,8.9389465,,fitness_centre,yoga,https://saramoreyoga.com/,+39 373 773 5552,Piazza Galeazzo Alessi,Genova,16128,Mo-Fr 08:00-17:00,,
Tennis Altopiano,45.8886488,9.9354413,,sports_centre,,,,,,,,,
Federazione Ginnastica D'Italia,45.4355966,9.1616241,,sports_centre,gymnastics,,,,,,,,
urban fitness,45.4818189,9.228572,,fitness_centre,,,,,,,,,
"Centro Sportivo ""G. B. Curioni""",45.4658111,9.2859757,,sports_centre,,,,,,,,,
Area 51,37.0831538,15.2745413,,fitness_centre,,,,,,,,,
ft studio fitness&training,45.8865608,11.0296109,,fitness_centre,,,,,,,,,
Sporting Club Mandingo,41.8827092,12.5684335,,fitness_centre,,,,,,,,,
Victoria Center,45.519551,12.1120405,,fitness_centre,,,+390415755163,Via Carso,Salzano,30030,,,
I tunnel,43.8217058,11.2225028,,sports_centre,climbing,,,,,,,,
Fukyu Karate Club,45.588263,8.853068,,sports_centre,karate;zumba;pilates;feldenkrais,,+39 339 1303501,Via Lodi,Busto Arsizio,,,,
Clover Sport Village,45.5311246,9.1616506,,sports_centre,padel;soccer,https://cloversportvillage.it/,+39 375 531 8866,Via Comasina,,20161,Mo-Fr 09:00-23:30; Sa-Su 08:00-22:00,,
Falesia Cassano alta,45.9245962,8.7615435,,sports_centre,climbing,,,,,,,,
Sant'Elena Padel,37.2389867,15.2409044,,sports_centre,padel,,+39 370 1527396,,,,,,
ASD Caligram Gym,45.7984947,13.5270141,,fitness_centre,,,+39 351 824 8676,Via Grado,,34074,Mo-Fr 06:00-22:00; Sa 09:00-19:30; Su off,,
M.i.a.m.o,41.2854283,15.7673543,,fitness_centre,,,,,,,,,
Enjoy sport center,45.5216047,9.3163784,,sports_centre,fitness;swimming;yoga;gymnastics,,,Via Michelangelo Buonarroti,Cernusco sul Naviglio,20063,"Mo-Fr 07:00-22:00, Sa 08:00-19:00; Su 08:30-19:00; PH closed",,Enjoy company s.r.l.
TSG Sporting Club,41.8536444,12.4629749,,sports_centre,swimming,,,Lungotevere Dante,,,,,Roma Capitale
Havana Sol,43.9362467,10.9128728,,fitness_centre,,,,Corso Antonio Gramsci,,51100,Mo-Sa 08:00-20:00,,
SPA Della Calza,43.7611994,11.2419938,,fitness_centre,,,,,,,,,
Athena 2000,41.0526077,17.0792983,,fitness_centre,,,,,,,,,
Green theory Banditella,43.5070006,10.3222903,,fitness_centre,,,,,,,Mo-Fr 05:30-23:00; Sa-Su 05:30-22:00,,
Nueva Vida,43.6097917,13.3698707,,fitness_centre,,,,Via Venticinque Aprile,,,,,
Ladies Gym Club,45.5200577,10.2761273,,fitness_centre,,,,,,,,,
Pilates Club,44.4951139,11.3584473,,fitness_centre,,,,,,,,,
PalaInsubria,45.7964797,8.8540048,,sports_centre,soccer;basketball;fitness;volleyball;beachvolleyball;dance,https://www.cusinsubria.it/,+390332219895,Via Monte Generoso,Varese,21100,Mo-Fr 09:00-22:00; Sa 10:00-20:00,,Università degli Studi dell'Insubria
Massi di Gaggiolo,45.9915354,10.9257047,,sports_centre,climbing,,,,,,,,
Campo di atletica Enzo Marfoglia,44.3986744,12.1997352,,sports_centre,,https://comune.ravenna.it/vivere-il-comune/luoghi/campo-sportivo/campo-di-atletica-enzo-marfoglia/,,Via Chiarissimo Falconieri,Ravenna,,,,
8.Pilates,44.2633034,12.3522941,,fitness_centre,,,,,,,,,
Alma Elysia Studio,45.4942402,9.2202441,,fitness_centre,yoga,https://www.almaelysia.com/,,Via Roggia Scagna,,,Tu-Fr 09:00-22:00; Sa-Su 11:00-18:00,,
Better Club,43.1258663,12.0396829,,fitness_centre,,,,,,,,,
Lido di Milano,45.4816849,9.1406209,,sports_centre,,,,,,,,,
Milanosport - Cento Tennis Washington,45.4622404,9.1555786,,sports_centre,tennis,,,,,,,,
Campo San Giuliano,45.4795195,12.2616648,,sports_centre,athletics,,,,,,,,
Pattinodromo delle Rose,45.0813882,11.7926025,,sports_centre,skating;roller_skating,,,,,,,,
"Pattinodromo ""Arturo Ponzetti""",45.0776102,11.7951605,,sports_centre,skating,,,,,,,,
Campo C.O.N.I.,45.0786603,11.79508,,sports_centre,athletics,,,,,,,,
Palascherma,43.6087802,13.5314896,,sports_centre,fencing,,+39 071 32102,Via Monte Pelago,,60129,Mo-Fr 15:00-23:00,,Club Scherma Ancona
Centro sportivo Pino Dordoni,45.5351744,9.2195738,,sports_centre,athletics,,,Via Nino Bixio,Sesto San Giovanni,20099,,,
Centro Sportivo di Sesto San Giovanni,45.5337024,9.2196336,,sports_centre,multi,,,,,,,,
Piscina Comunale Carmen Longo,45.5341468,9.2208865,,sports_centre,swimming,,,,,,,,
Gruppo Polisportivo San Martino,45.5537164,9.1785622,,sports_centre,,,,,,,,,
Ippodromo del Galoppo,45.4823173,9.1299103,,sports_centre,horse_racing,,,,,,,,
Polisportiva Arci Zambra,43.7011057,10.4980293,,sports_centre,,,,,,,,,
Ippodromo La Maura,45.4877153,9.1134146,,sports_centre,horse_racing,,,,,,,,
Canottieri Lario Giuseppe Sinigaglia,45.8147522,9.0726152,,sports_centre,rowing,,,,,,,,
Campo Sportivo Giuliano Taccola,43.6988299,10.5118207,,sports_centre,soccer;athletics;multi,,+39 050 788532,,,,,,
Piscina Pellini,43.1107329,12.3815324,,sports_centre,swimming,,,,,,,,
PalaBarsacchi,43.8584683,10.2484537,,sports_centre,volleyball;gymnastics;roller_hockey;basketball;futsal,,,Via Luigi Salvatori,Viareggio,55049,,,Palasport comunale
Bicocca Stadium,45.5195946,9.2094781,,sports_centre,multi,https://www.propatria1883.it/,+39 02 643 7519,,,,,,
Centro Sportivo Borsellino,45.430975,9.2937085,,sports_centre,,,,,,,,,
PalaUno,45.4469398,9.1422944,,sports_centre,,,,,,,,,
Piscina Scarioni,45.5098528,9.1943502,,sports_centre,swimming,https://www.milanosport.it/impianto/36/scarioni/,,,,,,,
"Palazzetto dello Sport ""Sergio Carlesi""",43.7174828,10.3857114,,sports_centre,multi;basketball;volleyball,https://www.comune.pisa.it/Vivere-il-comune/Luoghi/Palasport,,,,,,,
Centro Polisportivo,40.4792298,15.1102833,,sports_centre,,,,Via Santa Sofia,Albanella,84044,,,
Ippodromo Maia Bassa - Pferderennplatz Untermais,46.6602958,11.1520216,,sports_centre,horse_racing,,,,,,,,
Centro Sportivo Donato Pavesi,45.4932489,9.1394313,,sports_centre,athletics,,,,,,,,
Ippodromo Federico Caprilli,43.5232224,10.3137043,,sports_centre,horse_racing,,,,,,,,
PGS Palauxilium,44.4124683,8.9546434,,sports_centre,,,,,,,,,
Centro Sportivo Melzo,45.4944238,9.4184398,,sports_centre,,,,,,,,,
Piscina Comunale di Melzo,45.4952118,9.4188329,,sports_centre,swimming,,,,,,,,
Centro Sportivo Branega,44.4307828,8.777496,,sports_centre,,,,Via Branega,Genova,16157,,,
Palazzetto dello sport,45.5066418,9.41603,,sports_centre,multi,,,Viale Svezia,Melzo,20066,,,
Campo sportivo Avesani,45.462096,10.9842655,,sports_centre,,,,,,,,,
Centro natatorio Santini,45.4627771,10.9810298,,sports_centre,swimming,http://www.piscinesantiniverona.it/,+39 045 8352053,Via Fratelli Ballerini,Verona,37124,,,
Piscina Le Grazie,45.4007728,10.9961657,,sports_centre,swimming,,,,,,,,
Campo Sportivo Avesa,45.47006,10.9863293,,sports_centre,soccer,,,,,,,,
Gavagnin,45.4462475,11.0348813,,sports_centre,,,,,,,,,
Tennis Club Anemoni Milano,45.4572173,9.1330703,,sports_centre,tennis,https://tcanemoni.com/,,,,,,,
Centro FIN Lampugnano,45.4917245,9.115443,,sports_centre,,,,,,,,,
"Centro polisportivo ""Consolini""",45.4279443,10.9908981,,sports_centre,,,,,,,,,
Ippodromo di Tor di Quinto,41.9470177,12.4911714,,sports_centre,equestrian,https://www.esercito.difesa.it/organizzazione/capo-di-sme/Comando-Forze-Operative-Sud/Brigata-Mec-Granatieri-di-Sardegna/Reggimento-Lancieri-di-Montebello-8/Pagine/Il-Centro-Ippico-Militare.aspx,,Largo dell'Arma di Cavalleria,Roma,00191,,,
Tiro a Segno Nazionale di Roma,41.9425329,12.4807743,,sports_centre,shooting,https://www.tsnroma.it/,,Viale Tor di Quinto,Roma,00191,,,
Complesso natatorio del Foro Italico,41.9290903,12.4577126,,sports_centre,swimming,,,,,,,,
Palazzetto dello Sport,43.6028468,12.9765672,,sports_centre,multi,,,,,,,,
Centro Sportivo Fiamme Gialle,41.9179815,12.5219747,,sports_centre,multi,,,,,,,,
Campo Sportivo di Borgoricco,45.5330624,11.9802169,,sports_centre,soccer;athletics;running,,,Via Scardeone,Borgoricco,35010,,,
Palaghiaccio di Marino,41.7736983,12.6118602,,sports_centre,multi,,,,,,,,
Palazzetto dello Sport Gino Cesaroni,41.7012835,12.6942444,,sports_centre,multi,,+39 06 9371 1315,Piazzale Gino Cesaroni,Genzano di Roma,00045,,,
Palakilgour,41.727444,12.684022,,sports_centre,multi,,,,,,,,
"Palazzetto dello Sport ""Palariccia""",41.7248693,12.6859873,,sports_centre,fencing;climbing,,,Viale del Bosco Antico,,00040,,,
Atletica Pomezia,41.6705292,12.497991,,sports_centre,athletics,,,,,,,,
Luciano Martini,43.8550304,10.25895,,sports_centre,multi,,,,,,,,
Mumbo Jumbo,42.4936417,14.173436,,sports_centre,tennis;futsal,https://www.mumbojumbo.it,,Via Giuseppe Verrotti,Montesilvano,65015,,,
Polisportiva Fregene - Aristide Paglialunga,41.8477211,12.2119101,,sports_centre,multi,,,Via Fertilia,Fregene,00054,,,
Circolo tennis Cacciari,44.3425123,11.7095258,,sports_centre,tennis,https://www.ctcacciari.it/,,Via Atleti Azzurri d'Italia,Imola,40026,,,
Interamnia,42.6550444,13.7162587,,sports_centre,soccer,,,,,,,,
Pista motocross (ex cava),41.8626052,12.3165351,,sports_centre,motocross,,,,,,,,
Ippodromo,39.2116604,9.1687487,,sports_centre,horse_racing,,,,,,,,
AcquaSport,39.2046758,9.1331951,,sports_centre,swimming,,,,,,,,
Centro sportivo Forza e Coraggio,45.4383543,9.1981882,,sports_centre,gymnastics,https://www.forzaecoraggio.com,,,,,,,
Circolo Tennis Scaligero,45.4445492,10.9739698,,sports_centre,tennis,,,,,,,,
Centro Sportivo Brugherio,45.5537518,9.3095668,,sports_centre,athletics,,,,,,,,
"Complesso Sportivo ""Le Naiadi""",42.4922658,14.1842033,,sports_centre,soccer;swimming;fitness,naiadi2010.it,+39 085 799 8156,Viale della Riviera,Pescara,65123,Mo-Fr 06:30-22:00; Sa 06:30-19:00; Su 08:00-12:30,,
Piscina Solari,45.4582894,9.1653352,,sports_centre,swimming,https://www.milanosport.it/impianto/28/solari/110/,+39024695278,Via Montevideo,Milano,20144,,,Milanosport
Kartodromo Rozzano,45.3876219,9.1730387,,sports_centre,karting,,,,,,,,
A.S. Barona,45.4330624,9.1659088,,sports_centre,,,,,,,,,
Tennis Club Barona,45.4345168,9.1579511,,sports_centre,tennis,,,,,,,,
Palasport Ciro Quaranta,42.453861,14.2281532,,sports_centre,basketball;volleyball,https://www.comune.pescara.it/node/427,,,Pescara,,,,
PalaElettra,42.4535377,14.2275681,,sports_centre,multi;basketball;volleyball,https://www.comune.pescara.it/node/431,,Via Elettra,Pescara,65126,,,
Centro Sportivo Comunale Via della Pace,45.5951437,8.8828262,,sports_centre,soccer,,,,,,,,
Impianto sportivo Dell'Amicizia,45.5978142,8.8903482,,sports_centre,soccer,,,,,,,,
Circolo del Tennis,38.1488282,13.3441854,,sports_centre,tennis,,,,,,,,
Piscina Olimpica Comunale,38.1500628,13.3438403,,sports_centre,swimming;water_polo,,,Viale del Fante,Palermo,90146,,,Comune di Palermo
Piscina Bustese Nuoto,45.5985862,8.8721756,,sports_centre,,,,,,,,,
Ippodromo delle Mulina,43.7890077,11.210128,,sports_centre,horse_racing,,,Viale del Pegaso,Firenze,,,,
Ata Cesare Battisti,46.0442401,11.1208206,,sports_centre,tennis,,,,,,,,
"Campo atletica CONI ""Covi-Postal""",46.0794511,11.1197368,,sports_centre,athletics,,,,,,,,ASIS
Stadio Comunale Antonio Brancati,36.7874152,14.899857,,sports_centre,multi,,,,,,,,
Schwimmbad Andrian,46.521091,11.2260557,,sports_centre,swimming,,,,,,,,
Centro sportivo Vela,46.0756519,11.1078215,,sports_centre,basketball;volleyball;table_tennis;futsal,,,Via Dòs Trento,Trento,38122,,,ASIS
PalaBocchi,46.0636916,11.125243,,sports_centre,basketball;volleyball,https://www.asis.trento.it/it/impianti/centro-sportivo-f-lli-bocchi_9373_s/,,,,,,,ASIS
L'Aquila,45.4229972,10.9481705,,sports_centre,tennis,,,,,,,,
Vitrifrigo Arena,43.90289,12.8672592,,sports_centre,basketball,https://www.vitrifrigoarena.it/,+39 0721 400272,Via Grande Torino,Pesaro,61122,,,
Associazione Bocciofila Genovese,44.4124472,8.9485095,,sports_centre,bowls,,,,,,,,
Le Cupole,41.7802774,12.3569136,,sports_centre,,https://www.lecupole.it,+39 06 52362072,Via Gino Bonichi,Roma,00125,,,
Centro Sportivo Iseo,45.520505,9.1745346,,sports_centre,,,,,,,,,
Centro Sportivo Angelo Cameroni,45.5073957,9.2221295,,sports_centre,soccer,,,,,,,,
Polivalente 87 e Gino Pini,44.6173309,10.9231992,,sports_centre,multi,https://www.pol87pini.it,+39 059 300015,,,,"Mo-Su 09:00-12:30,15:00-24:00",,
Pala Pansini,41.1882253,16.6587539,,sports_centre,multi,,,,,,,,
Centro Sportivo Don Bosco,43.7426384,11.7061872,,sports_centre,tennis,,,,,,,,
Verde Roma Tennis 2004,41.7926122,12.4579749,,sports_centre,multi,,,Via Ermete Zacconi,Roma,00128,,,
Piscina Cozzi,45.4787171,9.2010794,,sports_centre,swimming,,,,,,,,Milanosport S.P.A.
PalaSesto,45.543871,9.2411639,,sports_centre,ice_skating;ice_hockey,http://www.palasesto.com/,+39 02 2622 9988,Piazza Primo Maggio,Sesto San Giovanni,20099,,,
Quanta Sport Village,45.5166832,9.162435,,sports_centre,,,,,,,,,
"Centro Sportivo ""Saini""",45.4682298,9.2640635,,sports_centre,multi,,,,,,,,Milanosport S.p.a.
Michele Cianci,41.2570525,15.912711,,sports_centre,,,,,,,,,
Avane ASD,43.7269793,10.9236622,,sports_centre,soccer,,,,,,,,
Sporting Club,41.2580586,15.9238397,,sports_centre,,,,,,,,,
