name,lat,lon,amenity,cuisine,website,phone,opening_hours,address
Cafè Monet,45.4727152,9.1896786,cafe,,,,,
Kitsch Bar,45.4768004,9.1705397,bar,,,,,
Parco Milano,45.4758732,9.1712800,bar,,,,,
Mistral cafè,45.4489003,9.2070136,cafe,,,,,
Copernico,45.4510836,9.1611506,bar,,,,,
Mignon,45.4866782,9.2036231,cafe,,,,Mo-Su 06:30-20:00,"Piazza Duca d'Aosta 1, 20121, Milano"
New Boston,45.4620985,9.2002237,cafe,,,,,
KoRo cafè,45.4621380,9.1990878,cafe,,,,,"Corso di Porta Vittoria 14, 20122, Milano"
Ghe post,45.4577131,9.1991320,cafe,,,,,
Vizi e Sfizi,45.4577733,9.1995209,cafe,,,,,
Colazione da Tiffany,45.4577827,9.1996846,cafe,,,,,
Pavè Milano,45.4567569,9.1992675,cafe,breakfast;italian,https://www.pavemilano.com/,,Mo-Su 07:30-16:00,Via Alfonso Lamarmora 19
La Dolce Vita,45.4566755,9.1999528,cafe,,,,,
Brewfist pub,45.4463549,9.1777191,pub,,https://www.brewfistpub.it/,,"Tu-Th,Su 17:00-00:30, Fr,Sa 17:00-02:00; Mo off","Via Ettore Troilo 14, 20136, Milano"
Cake l’HUB,45.4534384,9.1064803,bar,,,,"Mo-Fr 07:00-12:30, 14:00-19:30; Sa 08:00-19:00; Su 08:00-13:00","Via Luigi Mengoni 3, 20152"
Bar Oratorio San Carlo,45.4698840,9.2368999,bar,,,,,
Macha Pokè,45.4838080,9.1888905,cafe,poke,https://www.machacafe.it/,+39 02 62087231,Mo-Fr 08:00-22:00; Sa-Su 10:00-22:00,"Piazza Gae Aulenti 1, 20154, Milano"
Illy,45.4649656,9.1918500,cafe,,,,,
Lucky Bar,45.5233304,9.2069350,cafe,,,,,
Gemini,45.5237864,9.2053289,cafe,,,,,
Colorado Cafè,45.4540480,9.0794153,cafe,,,,,
Caffè Letterario,45.4664991,9.1848354,cafe,,,,,
Wave Cocktail Bar,45.4592132,9.1774385,bar,,http://www.wavecocktailbar.it/,+393803714058,Su-Mo 18:00-00:00; Tu-Th 18:00-01:00; Fr-Sa 18:00-02:00,"Via Edmondo De Amicis 28, 20123, Milano"
Hygge,45.4584092,9.1765666,cafe,,https://www.hyggecorner.com/,+39393511028043,"Mo, We-Fr 09:00-15:30; Tu off; Sa-Su 10:00-16:00","Via Giuseppe Sapeto 3, 20123, Milano"
Punto Caffè,45.4577842,9.1729618,cafe,,,,,"Via San Calocero 25, 20123, Milano"
ApuliaMI,45.4865757,9.2384617,cafe,,,+39 02 215 4562,,"Via Bernardino Bellincione 1, 20132, Milano"
Monastero di S. Maria,45.4166181,9.2360027,cafe,,,+39 02 5694007,,"Via Sant'Arialdo 102, 20139, Milano"
The Banned,45.5159723,9.1733911,cafe,,,,,"Via Brusuglio 72, 20161, Milano"
White Cafè,45.4754679,9.1846682,cafe,,,,,
Tangram Cafè,45.4758619,9.1864141,cafe,,,,,"Via Statuto 2, 20121, Milano"
Thun Caffè,45.4772179,9.1848814,cafe,,,,,
Radio Rooftop Bar,45.4795681,9.1957242,bar,fine_dining,,,,Via Marco Polo 18
Correggio,45.4780868,9.1626620,cafe,,,,,
Old School,45.4780304,9.1626379,cafe,,,,,
Malia,45.4779909,9.1613907,cafe,,,,,
Il caffè ambrosiano,45.4781526,9.1617125,cafe,,,,,
Happy Bar,45.4507045,9.2514516,cafe,italian,,+393277075535,"Mo-Fr 06:00-20:00, Sa 06:00-19:30","Via Mecenate 99, 20138, Milano"
Quadronno,45.4543035,9.1956629,bar,,,,,
Bar Zanoli,45.5157059,9.1714912,cafe,,,,,
Al...bicocca Milano,45.5184792,9.2070355,cafe,,,,,"Via Goffredo da Bussero 1, 20162, Milano"
Panzú,45.4910650,9.2066761,cafe,,,,Mo-Sa 06:00-20:00,Via Gianfranco Zuretti 2
Zanzibar,45.5026269,9.1975294,bar,,,,Mo-Su 07:00-02:00,Via Latisana 4
Bar de l'Oeuc,45.5158735,9.1724436,cafe,,,+390266220526,,"Via Alessandro Astesani 2, 20161, Milano"
Pavè - Birra,45.4791943,9.2028058,pub,,https://www.pavemilano.com/en/birra/,,Mo-Su 17:30-01:30,
rebelot,45.4852729,9.2342027,cafe,,,,,"Via Giovanni Bottesini 18, 20131, Milano"
Erbert,45.4808441,9.1997935,cafe,,,,,Via Vittor Pisani 6
Rainbow cafè,45.4762002,9.2051745,cafe,,,,,Via Alessandro Tadino 6
Fòla,45.4931418,9.2169633,cafe,,https://www.folamilano.com/,+39 02 49713413,Mo closed; Tu-Fr 08:00-18:30; Sa 08:00-19:00; Su closed,"Via Luigi Varanini 12, 20127"
Bar Morbegno,45.4927263,9.2165422,cafe,,,,,
Bar Tender,45.4927959,9.2162579,cafe,,,,,
Wine Bar Lidia,45.4910867,9.2160058,cafe,,,,,
Bar Giulia,45.4911018,9.2166710,cafe,,,,,
Bar I Pupari,45.4924537,9.2183930,cafe,,,,,
Hug Milano,45.4943979,9.2163609,cafe,,https://hugmilano.com/,+39 389 8485296,,"Via Giulio e Corrado Venini 83, 20125, Milano"
Bar Cialdini,45.5152749,9.1692933,bar,,,,,
Pan Brioche,45.4857808,9.2056297,cafe,,,,,"Piazza Luigi di Savoia, 20125, Milano"
Roxy Bar,45.5135975,9.1701407,bar,,,,,
Bar Chopin,45.4252220,9.2045445,cafe,,,,,
Caffè Novecento,45.4510483,9.1927775,cafe,,,,,"Viale Bligny 25, 20136, Milano"
The Social Chupiteria,45.4508334,9.1932492,bar,,,,,
Barbruto,45.4507330,9.1932558,pub,,,,,
Dammi un nome Bar,45.4505135,9.1939118,bar,,,,,
Vinodromo,45.4504034,9.1948699,bar,,,,,
I Sapori Di Napoli,45.5055010,9.1975147,cafe,,,+39 02 642 0632,,Viale Giovanni Suzzani 12
Gianni,45.5080722,9.1999079,cafe,,,,,
el Ca' Granda,45.5071289,9.2005670,cafe,,,,,
Jam Bistrò,45.5079992,9.1984642,cafe,,,,,
Bar Luna,45.5089184,9.1998589,cafe,,,,,
Avana,45.5057285,9.1976568,cafe,,,,,
Bar da Giorgia,45.5007291,9.1988002,bar,,,,,
Cheezy Weezy,45.5035302,9.1574207,cafe,,,,Mo-Fr 08:00-18:00+,"Via Raffaele Lambruschini 4, 20156, Milano"
Tunnel Club,45.4922254,9.2090130,nightclub,,http://tunnel-milano.it,,,
Bar Sotto Torchio,45.4604871,9.1806047,cafe,,,,,"Via del Torchio 8, 20123, Milano"
Juice Bar,45.4335148,9.2385531,cafe,,,,,
Bar Lucio,45.4391649,9.2287624,cafe,italian,,,Mo-Sa 08:00-16:00,
Street coffe 12oz,45.4335200,9.2384674,cafe,,,,,
Peter & Pan,45.4407829,9.2258823,cafe,,,,,
New Self Service,45.4361996,9.2007519,cafe,,,,,
Bar Kollo,45.4367710,9.2141126,cafe,,,,,
Tipografia Alimentare,45.5037393,9.2241052,cafe,regional,https://tipografiaalimentare.it/,+39 02 83537868,"Mo,We-Su 12:30-14:30,18:00-23:00","Via Dolomiti 1, 20127, Milano"
Meeting,45.4810489,9.1444498,bar,,,,,
Champions Bar,45.4807442,9.1439885,cafe,,,,,
City Life Cafe,45.4795895,9.1460270,bar,,,,,"Via Masaccio 18, 20149, Milano"
Spiga D'Oro,45.5049957,9.2226014,cafe,,https://www.spiga-doro.it/,+39 02 87199385,"Mo-Fr 05:00-21:00, Su 05:00-12:00","Via Monte San Gabriele, 20127, Milano"
Cafetheria Boccon Doc,45.4842447,9.2266202,cafe,,,,,
Golden Lion,45.4844978,9.2200985,cafe,,,,,
Café Midi,45.4783577,9.2067086,cafe,,,,,
Café Gambriné,45.4799151,9.2075860,cafe,,,,,
Tramé e té,45.4848510,9.1692939,bar,,,,,
Basin,45.4878621,9.1644147,bar,,https://instagram.com/basinmilano?igshid=YmMyMTA2M2Y=,,,"Via Cenisio 42, 20154, Milano"
Bar tabacchi Cenisio,45.4878630,9.1654511,cafe,,https://www.facebook.com/people/Bar-Tabacchi-Cenisio/100027689996195/,+39023451163,,"Via Cenisio 40, 20154, Milano"
C'era una volta,45.4606786,9.1940240,cafe,,,,,
Fuori Corso Spritz Bar,45.4606742,9.1938711,cafe,,,,,
Grecales' ub,45.4607887,9.1941097,cafe,,,,,
Ateneo Café,45.4605708,9.1937927,cafe,,,,,
Bar Felice,45.4783686,9.1754962,bar,,,,,
Pandenus,45.4776948,9.2062302,cafe,,https://www.pandenus.it/it/store/pandenus-via-tadino-15/,+39 02 29528016,"Mo 07:30-14:00; Tu,We 07:30-22:00; Th,Fr 07:30-23:00; Sa 08:00-23:00; Su 08:00-22:00","Via Alessandro Tadino 15, 20124"
Memà,45.4771421,9.2048584,cafe,sicilian,https://www.memamilano.it,+39 02 92869193,Mo-Su 07:00-03:00,"Largo Fra Paolo Bellintani 2, 20124, Milano"
Acafè,45.4685079,9.1755703,cafe,ice_cream;pizza;italian,,+39028053860,,"Piazzale Luigi Cadorna, 20123, Milano"
12oz,45.4682960,9.1756823,cafe,coffee_shop,https://www.12ozcj.com/store-locator/,,Mo-Su 06:00-20:00,"Piazzale Luigi Cadorna 16, 20123, Milano"
Bar Stellina,45.4683081,9.1757769,cafe,,,,,"Piazzale Luigi Cadorna 16, 20123, Milano"
Cosmai Coffee Store,45.5065267,9.2230662,cafe,,,+39 02 36524980,,"Viale Monza 158, 20128, Milano"
Bar Arici,45.5037049,9.2397658,cafe,,,+39 02 27207031,,"Via Padova 205, 20127, Milano"
El Café de Milan,45.4816737,9.2367617,cafe,,,,,
Bar Addis Abeba,45.4769660,9.2044808,cafe,,,,,
New Caffè Italiano,45.4770396,9.2004522,cafe,,,,,
Tavola Calda,45.4810643,9.2173478,cafe,,,,,
Stranobar,45.4530580,9.2124913,pub,,,,,
Il Caffettino,45.4723032,9.2009236,cafe,,,,,
Cafè Pagano,45.4706688,9.1650143,cafe,,,,,
River,45.4512498,9.1709353,bar,,,,Mo-Th 16:30-02:00; We-Su 16:30-03:00,"Via Casale, 20144, Milano"
Paola Lorini,45.4367881,9.1989618,cafe,,,,,
Bar All'Angolo,45.4820463,9.2209530,cafe,pastry;ice_cream;juice;sandwich,,+39 02 4548 8808,"Tu-Th 07:30-21:00; Fr,Sa 07:30-22:00; Su 08:00-21:00; Mo off","Viale Gran Sasso 27, 20131, Milano"
LeccoMilano,45.4769187,9.2041387,bar,,https://www.leccomilano.it,+39 02 91639877,Mo-Fr 12:00-15:00; Mo-Su 18:00-02:00,"Via Lecco 5, Milano"
Bar Gioia,45.4467083,9.1982487,cafe,,,,,
BackDoor43,45.4513209,9.1734855,bar,,https://www.farmilygroup.com/locali/backdoor,,,"Ripa di Porta Ticinese 43, 20143, Milano"
Metropolis,45.4679639,9.1609588,cafe,,,,,
Rufus Bar,45.4678764,9.1643102,bar,,,,,
Cafè Caterina,45.4679943,9.1639787,cafe,,,,,"Via Guido d'Arezzo 1, 20145, Milano"
L'angolo del panino,45.4531367,9.1572226,cafe,,,+3902474546,,"Via Andrea Solari 41, 20144, Milano"
Il Dongione - board game café,45.5028185,9.1652459,cafe,,,,,"Via Angelo Brofferio 2, 20158, Milano"
Starbucks,45.4649292,9.1861957,cafe,coffee_shop,https://www.starbucksreserve.com/,+39 02 9197 0326,Mo-Su 07:00-22:00,"Piazza Cordusio 1, 20123, Milano"
La Bila,45.4396449,9.1515203,cafe,,,,,"Via Santa Rita da Cascia 36, 20143, Milano"
Ittolittos,45.4405374,9.1460934,pub,,https://www.ittolittos.it/,+39 02 8138061,Mo-Su 18:00-02:00,
Bar degli Amici,45.4368018,9.2125303,cafe,,,,,
Mille Foglie,45.4370288,9.1613404,cafe,,,,,"Viale Famagosta 38, 20142, Milano"
Kappa's café,45.4317613,9.2438025,bar,,,,Mo-Sa 07:00-23:00; Su 07:00-22:00,
Golden Bar,45.4852757,9.2358578,cafe,coffee_shop,,,,"Piazza Enrico Bottini 5, 20133, Milano"
Coffe house,45.4308903,9.2459102,bar,,,,,
Free Time's Cafe,45.4322025,9.2416401,bar,,,,,"Via Rogoredo, 20138, Milano"
Caffè Paul,45.4372853,9.1793086,cafe,,,,,
Dolce e salato,45.5185390,9.2070039,bar,,,,,
Mullerdi Cavit,45.4805424,9.1668582,cafe,,,,,
MIT Cafe,45.4763524,9.1711324,cafe,,,,,
Maison Bretonne,45.4808858,9.1666552,cafe,,,,"Mo 10:00-15:00; Tu-Su 10:00-15:00,19:00-23:00",
Salad Me Cafe,45.4798891,9.1679924,cafe,,,,,
Tree experience,45.4336840,9.2332215,cafe,,,,,
San Miguel,45.4591435,9.1810195,cafe,,,,,
Sant Eufemia,45.4576209,9.1901256,bar,italian,,,Mo-Su 10:00-23:00,"Via Sant'Eufemia 4, 20122, Milano"
FLOW,45.5148385,9.2128601,bar,,,,,"Viale dell'Innovazione, 20126, Milano"
Bar Italia,45.4473755,9.2109148,bar,,,,Mo-Sa 06:30-20:00,
Monica,45.4511674,9.2033350,bar,,,,,
Caffe Napoli,45.4628201,9.1969473,cafe,,,,,"Largo Augusto 8, 20122, Milano"
La puccieria,45.4827478,9.1816840,cafe,,,,,"Via Carlo Farini 2, 20154, Milano"
Square Food,45.4656372,9.1940571,cafe,,,,,"Piazza del Liberty 8n05, 20121, Milano"
Caffè Moda Plinio,45.4797136,9.2119101,cafe,,,,,
El Murnè,45.4797399,9.2145038,cafe,,,,,
Caffè La Piazzetta,45.4801951,9.2114702,cafe,,,,,
Bollani,45.4365886,9.2003804,cafe,,,,,
The Babylon,45.5130457,9.1606886,bar,,,+393348374391,Mo-We 10:00-16:00; Th-Fr 10:00-05:00; Sa-Su 18:00-05:00,"Via Ernesto Teodoro Moneta 81, 20161, Milano"
Depot,45.4994109,9.2229911,bar,,https://www.depotmilano.com,+39 02 28970999,Mo-Th 22:00-03:00; Fr 22:00-04:00; Sa 22:00-05:00; Su 15:00-21:00,"Via Valtorta 19, 20127, Milano"
Bistrot PolEATecnico,45.5054837,9.1652832,cafe,,,,Mo-Fr 08:00-19:30,
Bar Il Liceo,45.4799826,9.1751558,cafe,,,,,
Caffè Popolare,45.4787488,9.1768402,cafe,,,,,
Elite,45.4372345,9.1829461,cafe,,,,,"Viale Giovanni da Cermenate 64, 20141, Milano"
Salumeria dello Sport,45.4533484,9.1523113,bar,,,+39 0289766020,,"Piazza Napoli 30/2, 20146, Milano"
Euro Jolly,45.4540456,9.1710753,bar,,https://jollybiliardi.it/,+39 02 58105075,Mo-Th 10:00-03:00; Fr-Sa 10:00-04:00; Su 14:00-02:00,"Corso Cristoforo Colombo 13, 20145, Milano"
Dcl Cetty Jumpy,45.4381231,9.1534969,cafe,,,,,"Via Santa Rita da Cascia 72, 20143, Milano"
Duomo dal 1952,45.4760846,9.1714008,cafe,,,,,
Starbucks,45.4802096,9.1868160,cafe,coffee_shop,,+39 02 65560122,"Mo-Fr 07:30-20:00; Sa,Su 08:00-20:00","Corso Giuseppe Garibaldi 118, 20121, Milano"
Extasià,45.4634962,9.1985178,nightclub,,https://www.extasiadiscotopless.com/,+39 02 76006679,,"Largo Augusto 7, 20122, Milano"
Conny &…,45.5038828,9.1661869,cafe,burger,,,,
Bausan Cafe,45.5025256,9.1657976,cafe,,,,Mo-Su 06:30-23:00,"Piazza Giovanni Bausan 8, 20158, Milano"
Francesino,45.5019207,9.1665231,cafe,,,,Mo-Sa 06:30-20:00; Su 07:30-12:30,
Bar Atlantic,45.4369781,9.1673842,cafe,,,,,
Bar Messina,45.4816704,9.1757016,cafe,,,,,
Ma Ma Xiang,45.4824706,9.1770092,cafe,chinese,,,,
Pan Caffè Correnti,45.4597788,9.1803035,cafe,,,,,
Bar Capricci,45.4899830,9.2334858,cafe,,,,,
Bar Arcobaleno,45.4902434,9.2341872,cafe,,,,,
District 272,45.5075896,9.2452930,nightclub,,https://www.district272.com/,+39 349 690 8519,,"Via Padova 272, 20132, Milano"
Bar San Barnaba,45.4595700,9.1984159,cafe,,,,,
Convertini,45.5108567,9.2484427,cafe,,,,,"Via San Mamete 12, 20128, Milano"
Tavola Fredda Bar,45.5061242,9.2643339,cafe,,,,"Mo-Su,PH 12:00-14:00,18:00-20:00",
Gran Moka,45.5030826,9.1934511,cafe,,,,,
Bar Emgma,45.5272658,9.2090962,bar,,,,,"Viale Giovanni Suzzani 283, 20162, Milano"
Bar Gerry,45.4619743,9.2031044,cafe,,,,,"Corso di Porta Vittoria 32, 20122, Milano"
Bar Vittoria,45.4616150,9.2024848,cafe,,,,,
La Legge dei Sapori,45.4612557,9.2025384,cafe,,,,,
Moments Bar,45.4661524,9.1389593,cafe,,,,,
Bar Derby,45.4664684,9.1394502,cafe,,,,,
Piccolo Birrificio Brioschi,45.4402905,9.1815686,biergarten,,,,,"Via Francesco Brioschi 74, 20141, Milano"
Le cinque delizie della Sicilia,45.4362644,9.2408491,cafe,,,,,"Via Bruno Cassinari, 20138, Milano"
Bob Milano,45.4892502,9.1892150,bar,,https://www.bobmilano.it/,,,
La Messicana,45.4878548,9.1914684,bar,pasta;sandwich;italian;coffee_shop,,,Mo-Sa 07:00-18:00,"Via Volturno 42, 20124"
Posto Unico,45.4868098,9.1857326,bar,,,,,"Via Pastrengo 16, Milano"
Alibi Music & Spirits,45.5062384,9.2246976,pub,,,,,"Via Aristotele 14, 20128, Milano"
Bar Gusto,45.4623136,9.2235532,bar,,,,,
Cafè Gorille,45.4856032,9.1916064,bar,,https://www.cafegorille.it/,+39 02 6887627,,"Via Gaetano De Castillia 20, 20124, Milano"
Iter,45.4511838,9.1744400,bar,italian,https://www.farmilygroup.com/locali/iter,+39 348 7660636; +39 02 35999589,,"Via Mario Fusetti 1, 20143"
Deja Vu,45.4619002,9.2220382,cafe,,,,,
Morgante cocktail & soul,45.4522005,9.1749661,bar,,https://www.morgantecocktail.com/,+390235940879,Mo-Th 19:00-01:00; Fr-Sa 19:00-02:00; Su off,"Vicolo Lavandai 2a, 20144, Milano"
Ungaro,45.4900299,9.2372516,cafe,,,,Tu-Su 10:00-20:00,"Via Ronchi 39, 20134"
Volt Club,45.4568891,9.1840788,nightclub,,https://www.voltclub.it/,,,"Via Molino delle Armi 16, 20123, Milano"
BeerShow,45.4890970,9.1892254,bar,,https://beershowmilano.wixsite.com,+39 338 19613 14,Su-Fr 18:00-02:00; Fr 12:00-02:00,
Madera Milano,45.4813087,9.1689337,cafe,,,,,
dolce & salato,45.4484814,9.1184924,cafe,,,,Mo-Fr 07:00-19:00; Sa 08:00-17:00,
Green,45.4569739,9.1612174,bar,,,,,"Via Bernardino Lanino 2, 20144, Milano"
Caffe TURR,45.4842261,9.1531194,cafe,,,,,
Brooklyn Pub,45.4784141,9.1548910,pub,,,,,
Poli District,45.4784005,9.2341169,cafe,,,,Mo-Fr 08:00-18:30,"Via Carlo Pascal, 20133, Milano"
Bar Lisa,45.4332870,9.2013030,cafe,,,,,
Tucano,45.4331854,9.2020989,nightclub,,http://www.discotucano.it,,,
Ghe Pensi Mi,45.4928161,9.2165775,cafe,,,,,"Piazza Morbegno 2, 20125, Milano"
Vineria Tut a Post,45.4705391,9.2276742,bar,,,,,
Legend Club,45.5161589,9.1794377,nightclub,,http://www.legendclubmilano.com,,,"Viale Enrico Fermi 98, 20161, Milano"
Caffè Inn,45.4521623,9.2031945,cafe,,https://caffe-inn-international-bistrot.eatbu.com/,,,"Piazzale Medaglie d'Oro 3, 20135"
El barrettin,45.4492246,9.2001680,bar,,,,,
Bar dell'angolo,45.4508312,9.1990256,bar,,,,,
Madison,45.4507997,9.1993172,bar,,,,,
Vecchi Tempi,45.4909035,9.2190382,cafe,,,,,"Via dei Transiti 25, Milano"
Web Bar,45.4909772,9.2186132,cafe,,,,,
Octopus,45.4440109,9.1521662,pub,,,+39 02 8912 6068,,"Via Giacomo Watt 18, 20143, Milano"
Sui Generis,45.4763158,9.2040763,bar,,https://suigeneris.bar/,+39 02 49767551,Mo-Su 17:00-02:00,"Via Panfilo Castaldi 31, 20124, Milano"
L'artista,45.4507467,9.2234070,bar,,,,,
Vanity,45.4553591,9.2084574,cafe,,,,,
Maxi,45.4366984,9.2162021,bar,,,,,
Barona,45.4373769,9.1540692,bar,,,,,"Piazza Guglielmo Miani 4, 20143, Milano"
Lucky bar,45.4890164,9.1873667,cafe,,,,,Via Luigi Porro Lambertenghi
3/4,45.4889694,9.1873664,pub,,,,,Via Antonio Pollaiuolo
Barrique Enoteca e Degustazione,45.4897386,9.1888848,bar,,,,,
TUSA,45.4894346,9.1892294,bar,,,,,"Via Pietro Borsieri 32, 20159, Milano"
Twenty-Five,45.4422374,9.1447497,bar,,,,"Mo-Sa 06:00-22:00, Su 06:00-13:00","Via Guglielmo Guintellino 25, 20143, Milano"
Smartkook,45.4616882,9.1908673,cafe,,https://www.smartkook.it/,+39 02 36684727,Mo-Fr 07:00-21:00; Sa-Su off,"Via Flavio Baracchini 7, 20121, Milano"
Coa cocktail bar,45.4760797,9.2033751,bar,,,,,"Via Lecco 3, 20124, Milano"
Bar Torrefezione,45.4725859,9.1428760,bar,,,,,"Via Daniele Ricciarelli 8, 20148, Milano"
Pan Caffè Porta Genova,45.4539407,9.1705063,cafe,,,,,"Piazzale Stazione Genova 2, 20144, Milano"
Tutti Fritti,45.4586395,9.1809580,bar,,,+390289052541,"Mo-Fr 12:30-14:30, 18:00-02:00; Sa 12:30-15:00, 18:00-03:00; Su 12:30-15:00, 18:00-02:00","Corso di Porta Ticinese 18, 20123"
Levante,45.4344490,9.2237501,cafe,,,,,
Garden Café,45.4965805,9.1700460,cafe,,,+39 02 39490351,,"Viale Luigi Bodio, 20158, Milano"
Foodie's,45.4760010,9.1949245,cafe,,,,,"Via Filippo Turati 26, 20121, Milano"
Pasticceria Ranieri,45.4759386,9.1935497,cafe,,https://www.pasticceriaranieri.it/,+39 02 6595308,,
Il Giò,45.4772461,9.1938516,bar,,,,,"Via Andrea Appiani 9, 20121, Milano"
Micrò,45.4309346,9.1729978,bar,,https://www.spaziomicro.it/,,,
Stoica Bar,45.4624311,9.1871470,cafe,,https://www.stoicabar.it/,,,"Via dell'Unione 1, 20122, Milano"
Maga Cacao,45.4618144,9.1870151,cafe,,,+39 02 89094998,,"Via degli Arcimboldi 5, 20123"
Bar Milano,45.4615491,9.1878211,cafe,,,,Mo-Sa 07:00-20:00,
Circolo Arci Biko,45.4421057,9.1538049,nightclub,,https://www.bikoclub.net/,,,"Via Ettore Ponti 40, Milano"
Colibrì,45.4615176,9.1958152,bar,,https://www.colibrimilano.it/,+393494016961,Mo 09:00-22:00; Tu-Fr 09:00-24:00; Sa 16:00-24:00; Su off,"Via Laghetto 9/11, 20122, Milano"
Bellavia,45.4802320,9.1713157,cafe,,,+39 02 39527520,,"Via Pietro Moscati 20, 20154"
Pandenus,45.4829814,9.1923714,cafe,,,,,"Piazza Gae Aulenti 12, 20154"
Cafè Real,45.4620728,9.2142698,cafe,,,,,"Corso Ventidue Marzo 28, 20135, Milano"
NoLoSo,45.4930036,9.2179133,bar,,,+39 331 4294088,"Mo-Su 19:00-24:00, We-Su 12:00-15:00","Via Luigi Varanini 5, Milano"
PoP,45.4763444,9.2050817,bar,,http://www.pop-milano.it,+39 02 82873274,We-Su 18:00+,"Via Alessandro Tadino 5, 20124, Milano"
Ricky Bar,45.4822675,9.1754428,cafe,,,,,
No name,45.4655457,9.1654345,cafe,,,+390248007221,,"Viale di Porta Vercellina 2b, 20123, Milano"
Todos a Cuba,45.4578445,9.1805083,bar,,,+39 02 8738 1420,Mo-Fr 07:00-02:00; Sa-Su 08:00-02:00,"Via Edmondo De Amicis 4, 20123, Milano"
Bar Terzo Tempo,45.4581169,9.1544724,cafe,,,,,"Via Giorgio Washington 82, 20146, Milano"
Boom,45.4631563,9.2244805,bar,,,,,
Elite Cafe Tolstoi,45.4536949,9.1496909,bar,,,,,"Via Leone Tolstoi 56, 20146, Milano"
Pasticceria Caffetteria Giorgia,45.4549610,9.1543201,cafe,,,,,"Via Giorgio Washington 104, 20146, Milano"
Red Black,45.4595869,9.1569744,cafe,,,+390248513755,,
The Boss Cafè,45.4578513,9.1558191,cafe,,,,,Piazzale Giovanni de Agostini
Bar dei Grimani,45.4564412,9.1552490,cafe,,,,,"Via dei Grimani 1, 20144, Milano"
Bar Pegasus,45.4562018,9.1598972,cafe,,,,,"Via Cola di Rienzo 10, 20144, Milano"
Bar Arcobaleno,45.4467675,9.1652551,cafe,,,,,
Apollo,45.4473231,9.1747092,nightclub,,https://www.apollomilano.com/,,,"Via Giosuè Borsi 9, 20143, Milano"
Bar Cosmo,45.4633778,9.1638500,cafe,,https://bar-cosmo.business.site/,+39024989640,Mo-Fr 06:45-20:15; Sa 06:45-18:00; Su off,"Viale San Michele del Carso 20, 20144, Milano"
Agua Sancta,45.4791336,9.1859040,bar,,https://www.aguasancta.it/,+39 02 36550 489,"Tu 12:00-24:00; We-Sa 00:00-02:00,12:00-24:00; Su 00:00-02:00, 18:00-24:00; Mo 00:00-02:00",
La Iguana,45.4924071,9.2248323,cafe,,,,,"Via Padova 65, Milano"
Milano Cafè,45.4830584,9.1699456,bar,,https://www.milanocafe.it,+39 02 33 14 667,Tu-Su 18:30-02:00,"Via Giulio Cesare Procaccini 37, 20154, Milano"
Gipsy,45.4795351,9.2375744,bar,,https://gipsy.fun/,,Tu-Fr 09:00-02:30; Mo 11:00-19:00; Sa 10:00-02:30; Su 18:00-02:00,
Grapes,45.4513689,9.1736721,bar,,,,,"Ripa di Porta Ticinese 39, 20143, Milano"
Royal Cafe,45.4751789,9.2050515,cafe,,,,Tu-Th 08:00-21:30; Sa 08:00-23:00; Su 09:00-23:00,"Piazza Guglielmo Oberdan 3, 20129, Milano"
La Taverna,45.4617482,9.2135623,cafe,italian_pizza;italian,,,"Mo-Su 12:00-14:30, 19:00-00:00",
4 Stagioni,45.5059508,9.1775892,cafe,,,,,
Jade Café,45.4624370,9.1926307,cafe,,jadecafe.it,+39 02 7209 5535,,"Via Palazzo Reale 5, 20122, Milano"
UGO,45.4517532,9.1735891,bar,,https://www.ugobar.it/,,,Via Corsico 12
Bar Van Gogh,45.4673538,9.1429893,cafe,,,,,
Antonietta caffè,45.4764086,9.1443628,cafe,,,,,"Piazzale Fratelli Zavattari, 20149, Milano"
Il Cafferino,45.4754000,9.1436825,cafe,,,,,"Viale Murillo 48, 20149, Milano"
Ristoservice,45.4611958,9.1952252,cafe,,,,,"Via Festa del Perdono 3, Milano"
Franci's Bar,45.4652439,9.1644320,cafe,,https://www.facebook.com/FrancisbarMilano/,+39024890512,Mo-Sa 07:00-20:00; Su off,"Viale San Michele del Carso 6, 20144, Milano"
Alcazar Milano,45.4861879,9.1556742,bar,,,,We-Sa 20:00-00:00,
Club Plastic,45.4381362,9.2061075,nightclub,,,,,
Mr. Tea Bar,45.4567564,9.1680300,bar,,,,,"Via Andrea Solari 3, 20144, Milano"
Filly,45.4563716,9.1655519,bar,,,+39024814843,,"Via Andrea Solari 4, 20144, Milano"
Good Morning Cafè,45.4577169,9.1687326,cafe,,,+390249784996,Mo-Su 07:30-21:00,"Viale Coni Zugna 39, 20144, Milano"
Mood Cafè,45.4572980,9.1683085,cafe,,,+39024816121,,"Via Andrea Solari 2, 20144, Milano"
Bar dell'Università,45.4623694,9.1932946,cafe,,,,,
Big Store de Milàn,45.4576569,9.1772517,bar,,https://www.facebook.com/pages/Big-Store-De-Milan/1823761261247304,+390282874614,Mo-Su 08:00-00:00,"Via Conca del Naviglio 10, 20123, Milano"
Bar Calipso,45.4706161,9.1514558,cafe,,,,,
Bar Tabacchi Ravizza,45.4689721,9.1502675,cafe,,https://www.facebook.com/people/Bar-tabacchi-Ravizza/100063953506209/,+39024817909,,"Via Carlo Ravizza 21, 20149, Milano"
Buonarroti,45.4681520,9.1549963,cafe,,,,,
