source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names
mycia,6862c32b5f33,The Dumplings,https://www.mycia.it/menu/milano/the-dumplings-mw9qvBqrG,"Via Rivoli, 2, Milano, MI, Italia",Milano,45.4721599,9.1830946,Cafè,€,,,,,Lunedì 08:00 - 20:00 | Martedì 08:00 - 20:00 | Mercoledì 08:00 - 20:00 | Giovedì 08:00 - 20:00 | Venerdì 08:00 - 20:00 | Sabato 08:00 - 20:00 | Domenica 08:00 - 20:00,False,https://www.mycia.it/menu/milano/the-dumplings-mw9qvBqrG,no_price,2026-05-30T17:34:09.912610+00:00,cafe,TARGET,False,existing,The Dumplings
direct_website,66f0666e2a15,The Roof Milano Bar & Restaurant,https://www.canva.com/design/DAGcXiK7yDM/1QqFLa_bp54P8OB2Yc-Aww/view?utm_content=DAGcXiK7yDM&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=he0c76a2c00,"Piazza Giuseppe Missori, 20122, Milano",Milano,45.4608254,9.1886983,bar,,,,+39 02 88 57 900,https://www.deicavaliericollection.com/en/the-roof/index,,False,https://www.canva.com/design/DAGcXiK7yDM/1QqFLa_bp54P8OB2Yc-Aww/view?utm_content=DAGcXiK7yDM&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=he0c76a2c00,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,The Roof Milano Bar & Restaurant
web_extract,8733a3187fe7,The Sisters,https://loudandproud.it/the-sisters-of-mercy-annunciata-una-data-a-milano-il-28-luglio/,Via Fratelli Cervi 2,Milano,45.484603,9.053078,bar,,,,,https://loudandproud.it/the-sisters-of-mercy-annunciata-una-data-a-milano-il-28-luglio/,,False,https://loudandproud.it/the-sisters-of-mercy-annunciata-una-data-a-milano-il-28-luglio/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,The Sisters
web_extract,4df56175dd17,The Tipsy,https://www.tipsymilano.eu/menu/,VIA BASSI UGO 22,Milano,45.489501,9.186719,f - Bar caffè e simili,,,,,https://www.tipsymilano.eu/,,False,https://www.tipsymilano.eu/menu/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,The Tipsy
direct_website,4cf79b62ac3e,The View Milano,https://theviewmilano.it/,Piazza del Duomo 21,Milano,45.4649289,9.1895928,bar,,,,+39 02 35991937,https://theviewmilano.it/,,False,https://theviewmilano.it/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,The View Milano
mycia,a1ac514ab245,theGINweek,https://www.mycia.it/menu/milano/theginweek-soueFqhRF,"Via Giacomo Pinaroli, Milano, MI, Italia",Milano,45.4593744,9.2130958,Bar,€€,,,,,Lunedì 18:00 - 00:00 | Martedì 18:00 - 00:00 | Mercoledì 18:00 - 00:00 | Giovedì 18:00 - 00:00 | Venerdì 18:00 - 00:00 | Sabato 18:00 - 00:00 | Domenica 18:00 - 00:00,True,https://www.mycia.it/menu/milano/theginweek-soueFqhRF,no_price,2026-05-30T17:34:19.175954+00:00,cafe,TARGET,False,existing,theGINweek
mycia,1b15b397ad10,This is not a Sushi Bar,https://www.mycia.it/menu/milano/this-is-not-a-sushi-bar-78ceb965c,"Via Raffaello Sanzio, 27, 20149 Milano MI, Italia",Milano,45.4676458,9.1516587,Sushi,€€,,,,,Lunedì 12:00 - 14:45 / 19:00 - 23:00 | Martedì 12:00 - 14:45 / 19:00 - 23:00 | Mercoledì 12:00 - 14:45 / 19:00 - 23:00 | Giovedì 12:00 - 14:45 / 19:00 - 23:00 | Venerdì 12:00 - 14:45 / 19:00 - 23:00 | Sabato 19:00 - 23:00 | Domenica 19:00 - 23:00,False,https://www.mycia.it/menu/milano/this-is-not-a-sushi-bar-78ceb965c,no_price,2026-05-30T17:34:20.731046+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,This is not a Sushi Bar
web_extract,3c073a06c8d4,Tin,https://vivimilano.corriere.it/locali/cocktail-bar/,"Via Nino Oxilia, 20131, Milano",Milano,45.491822,9.213777,bar,,,,,https://vivimilano.corriere.it/locali/cocktail-bar/tin/,,False,https://vivimilano.corriere.it/locali/cocktail-bar/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Tin
web_extract,8954a20e0d02,ToastEat,https://milanofiori.klepierre.it/negozi-ristoranti/capatoast,Viale Milanofiori,Milano,45.405405,9.161888,bar,,,,,https://milanofiori.klepierre.it/negozi-ristoranti/capatoast,,False,https://milanofiori.klepierre.it/negozi-ristoranti/capatoast,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,ToastEat
direct_website,8b58656afa9c,Tom the ordinary market,https://www.theordinarymarket.it/restaurant/,Via della Chiusa 1,Milano,45.4568172,9.1842867,bar,,,,,https://theordinarymarket.com/,"Mo-Th 12:00-15:00, 19:00-02:00; Fr 12:00-15:00, 19:00-03:00; Sa 18:30-03:00; Su off",False,https://www.theordinarymarket.it/restaurant/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Tom the ordinary market
web_extract,b6f85cc04c76,Torrefazione Sant Teresita,https://www.ilgolosario.it/it/milano-torrefazione-santa-teresita,Via Gamboloita 1,Milano,45.440436,9.222808,bar,,,,,https://www.ilgolosario.it/it/milano-torrefazione-santa-teresita,,False,https://www.ilgolosario.it/it/milano-torrefazione-santa-teresita,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Torrefazione Sant Teresita
web_extract,9856a5b4685f,TPR,https://mt-series.it/forums/topic/3681-tpr-italian-factory/,"Via Col Moschin, 20136, Milano",Milano,45.450953,9.184151,bar,,,,,https://mt-series.it/forums/topic/3681-tpr-italian-factory/,,False,https://mt-series.it/forums/topic/3681-tpr-italian-factory/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,TPR
web_extract,f00d66e6c011,Tramé e té,https://www.trameete-milano.it/menu/,VIA LOMAZZO PAOLO 55,Milano,45.485001,9.169106,e - Bar gastronomici e simili;f - Bar caffè e simili,,,,,https://www.trameete-milano.it/,,False,https://www.trameete-milano.it/menu/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Tramé e té
web_extract,f5c2a5e009e1,Tripstillery,https://whiskyclub.it/tripstillery-milano/,Via COLOMBO JOE 16,Milano,45.481707,9.193239,f - Bar caffè e simili,,,,,https://whiskyclub.it/tripstillery-milano/,,True,https://whiskyclub.it/tripstillery-milano/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Tripstillery
web_extract,dd1a8de2dc8c,Tropical Island,https://vivimilano.corriere.it/locali/cocktail-bar/,"Bastioni di Porta Venezia, 20219, Milano",Milano,45.474909,9.202965,bar,,,,,https://vivimilano.corriere.it/locali/cocktail-bar/tropical-island-2/,,False,https://vivimilano.corriere.it/locali/cocktail-bar/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Tropical Island
web_extract,553b7ba4d442,TUSA,https://www.tusaisola.com/menu/,VIA BORSIERI PIETRO 32,Milano,45.489465,9.189225,e - Bar gastronomici e simili,,,,,https://www.tusaisola.com/,,False,https://www.tusaisola.com/menu/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,TUSA
direct_website,cd2fc484e4b2,Twins',https://www.facebook.com/Twinsbar-130518690785205/,"Via Paolo Borsellino e Giovanni Falcone, 20026, Novate Milanese",Milano,45.5286082,9.1320468,bar,,,,+393400634261,https://www.facebook.com/Twinsbar-130518690785205/,,False,https://www.facebook.com/Twinsbar-130518690785205/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Twins'
web_extract,0e3a23f830a2,Twist on Classic,http://www.twistonclassic.com/it/cocktail-classici-rivisitati/,Ripa di Porta Ticinese 13,Milano,45.451874,9.176119,bar,,,,,http://www.twistonclassic.com/it/,,False,http://www.twistonclassic.com/it/cocktail-classici-rivisitati/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Twist on Classic
web_extract,3cedd4a18834,Tyson,https://diciottesimoamilano.it/portfolio-item/tyson-cafe-milano/,Via BRONZETTI (F.LLI) 37,Milano,45.462546,9.214902,e - Bar gastronomici e simili,,,,,https://diciottesimoamilano.it/portfolio-item/tyson-cafe-milano/,,False,https://diciottesimoamilano.it/portfolio-item/tyson-cafe-milano/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Tyson
direct_website,1d1164560f2f,Ultramarino,https://www.instagram.com/ultramarino.bar/,Via Lambro 9,Milano,45.4742659,9.2093524,bar,,,,,https://www.instagram.com/ultramarino.bar/,Tu-Su 18:00-00:00,False,https://www.instagram.com/ultramarino.bar/,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Ultramarino
web_extract,004887781d1e,Urban Wave,https://blog.urbanfile.org/file/the-portico/,"Via Giulio Romano, 20122, Milano",Milano,45.448802,9.197612,bar,,,,,https://blog.urbanfile.org/file/the-portico/,,False,https://blog.urbanfile.org/file/the-portico/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Urban Wave
web_extract,6e4c37afbb79,Varesina Cafè,https://www.comunicaffe.it/dati/prezzi/,VIA VARESINA 145,Milano,45.501957,9.140197,"c - Tavole calde,self service, fast food e simili;e - Bar gastronomici e simili",,,,,https://www.comunicaffe.it/varesina-caffe-host/,,False,https://www.comunicaffe.it/dati/prezzi/,no_price,2026-05-31T17:56:58.981539+00:00,cafe,TARGET,False,existing,Varesina Cafè
mycia,ebe913a41074,Vecchio Caffè Della Cotica,https://www.mycia.it/menu/milano/vecchio-caff-egrave-della-cotica-cfm6hSARi,"Via Giulio Natta, 20, 20151 Milano MI, Italy",Milano,45.4886955,9.1186051,,€€,,,,,,False,https://www.mycia.it/menu/milano/vecchio-caff-egrave-della-cotica-cfm6hSARi,no_price,2026-05-30T17:35:08.867701+00:00,cafe,TARGET,False,existing,Vecchio Caffè Della Cotica
web_extract,dba9e445e3ad,Vesta,https://vestafiorichiari.com/,"Via Fiori Chiari, 20121, Milano",Milano,45.472105,9.186968,bar,,,,,https://vestafiorichiari.com/,,False,https://vestafiorichiari.com/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Vesta
web_extract,d68b2859752e,Village Café,https://www.villagecafenavigli.com/cocktail/,Ripa PORTA TICINESE (DI) 55,Milano,45.451035,9.172156,"a - Ristorante, trattoria, osteria con cucina e simili;f - Bar caffè e simili",,,,,https://www.villagecafenavigli.com/,,False,https://www.villagecafenavigli.com/cocktail/,no_price,2026-05-31T16:45:42.791847+00:00,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Village Café
web_extract,6168c226063d,Vino al vino,https://vinoalvino.shop/?srsltid=AfmBOoqfycgv7h6v9ZuhOsHs3OxSVu-9STADPblddPf0buuteCZ3kBKU,Via Gaspare Spontini 11,Milano,45.481709,9.214545,bar,,,,,https://vinoalvino.shop/?srsltid=AfmBOoqfycgv7h6v9ZuhOsHs3OxSVu-9STADPblddPf0buuteCZ3kBKU,,False,https://vinoalvino.shop/?srsltid=AfmBOoqfycgv7h6v9ZuhOsHs3OxSVu-9STADPblddPf0buuteCZ3kBKU,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Vino al vino
web_extract,eb981d70acde,Vinodromo,https://www.ilvinodromo.it/,"Via Salasco, 20122, Milano",Milano,45.450403,9.19487,bar,,,,,https://www.ilvinodromo.it/,,False,https://www.ilvinodromo.it/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Vinodromo
direct_website,6d3e1d79bd05,Vista Darsena,https://www.vistadarsena.it/menu.asp?id=3,Viale Gabriele d'Annunzio,Milano,45.4531636,9.1767658,bar,,,,,https://www.vistadarsena.it/,Mo-Fr 10:00-00:00; Sa-Su 10:00-01:00,False,https://www.vistadarsena.it/menu.asp?id=3,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Vista Darsena
direct_website,9c72ad980991,Winelivery Bar Navigli,https://www.winelivery.com/it/prodotti?category=drink,Via Casale 3a,Milano,45.4520536,9.1704266,bar,,,,+39 02 3858 3592,https://www.winelivery.com/it,,False,https://www.winelivery.com/it/prodotti?category=drink,no_price,2026-05-30T20:43:55.019300+00:00,cafe,TARGET,False,existing,Winelivery Bar Navigli
web_extract,5ca32a3e0ce6,Yguana,https://vivimilano.corriere.it/locali/cocktail-bar/,Via Papa Gregorio Quattordicesimo 16,Milano,45.458996,9.182454,bar,,,,,https://vivimilano.corriere.it/locali/yguana/,,False,https://vivimilano.corriere.it/locali/cocktail-bar/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Yguana
web_extract,1791930b64ac,Zanzibar,https://www.skyscanner.it/transport/flights/ZNZ/MILA?oym=2026-05&iym=2026-05,Via LATISANA 4,Milano,45.502569,9.197568,e - Bar gastronomici e simili,,,,,https://www.skyscanner.it/rotte/znz/mila/zanzibar-per-milano.html,,False,https://www.skyscanner.it/transport/flights/ZNZ/MILA?oym=2026-05&iym=2026-05,no_price,2026-05-31T16:45:42.791847+00:00,cafe,TARGET,False,existing,Zanzibar
web_extract,6ca7be05f4d4,Zero Due,https://39zerodue.com/cocktail-bar/,Via Leone Tolstoi 47,Milano,45.4528,9.149835,bar,,,,,https://39zerodue.com/,,False,https://39zerodue.com/cocktail-bar/,no_price,2026-05-31T19:03:58.101062+00:00,cafe,TARGET,False,existing,Zero Due
mycia,d2815759d25c,Zog,https://www.mycia.it/menu/milano/zog-p8osptg8t,"Ripa di Porta Ticinese, 37, 20143 Milano, Italia",Milano,45.4514285,9.174046,Bar,€,,,,,Lunedì 09:00 - 02:00 | Martedì 09:00 - 02:00 | Mercoledì 09:00 - 02:00 | Giovedì 09:00 - 02:00 | Venerdì 09:00 - 03:00 | Sabato 09:00 - 03:00 | Domenica 09:00 - 02:00,True,https://www.mycia.it/menu/milano/zog-p8osptg8t,no_price,2026-05-30T17:35:39.775461+00:00,cafe,TARGET,False,existing,Zog
direct_website,fb7768f95281,11 Clubroom,https://www.11milano.it/,Via Alessio di Tocqueville 11,Milano,45.4824216,9.1868074,nightclub,,,,,https://www.11milano.it/,,False,https://www.11milano.it/,no_price,2026-05-30T20:43:55.019300+00:00,cocktail_bar,TARGET,False,existing,11 Clubroom
mycia,89149a7ca0a0,20,https://www.mycia.it/menu/milano/20-FevXZ8B5O,"Via Celestino IV, 9, Milan, Metropolitan City of Milan, Italy",Milano,45.4596054,9.1821442,CASUAL COCKTAIL BAR,€,,,,,Lunedì 07:00 - 16:00 | Martedì 07:00 - 01:00 | Mercoledì 07:00 - 01:00 | Giovedì 07:00 - 01:00 | Venerdì 07:00 - 01:00 | Sabato 07:00 - 01:00 | Domenica 18:00 - 01:00,True,https://www.mycia.it/menu/milano/20-FevXZ8B5O,no_price,2026-05-30T17:19:11.050241+00:00,cocktail_bar,TARGET,False,existing,20
mycia,f79d81590e1c,Agua Sancta,https://www.mycia.it/menu/milano/agua-sancta-5vb7YsraC,"Corso Garibaldi, 110, Milan, Metropolitan City of Milan, Italy",Milano,45.4792375,9.1859923,Cocktail Bar,€€,,,+39 02 36550 489,https://www.aguasancta.it/,Lunedì 11:00 - 02:00 | Martedì 11:00 - 02:00 | Mercoledì 11:00 - 02:00 | Giovedì 11:00 - 02:00 | Venerdì 11:00 - 02:00 | Sabato 11:00 - 02:00 | Domenica 11:00 - 02:00,True,https://www.mycia.it/menu/milano/agua-sancta-5vb7YsraC,no_price,2026-05-30T17:19:31.107280+00:00,cocktail_bar,TARGET,False,existing,Agua Sancta
mycia,90ca4c050ef2,Al mercante,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,45.4638104,9.1864588,"Cafè, Cocktail Bar, Ristorante",€€,,,,,Lunedì 12:00 - 15:00 / 19:00 - 23:00 | Martedì 12:00 - 15:00 / 19:00 - 23:00 | Mercoledì 12:00 - 15:00 / 19:00 - 23:00 | Giovedì 12:00 - 15:00 / 19:00 - 23:00 | Venerdì 12:00 - 15:00 / 19:00 - 23:00 | Sabato 12:00 - 15:00 / 19:00 - 23:00 | Domenica 12:00 - 15:00 / 19:00 - 23:00,True,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,no_price,2026-05-30T17:19:41.913837+00:00,cocktail_bar,TARGET,False,existing,Al mercante
direct_website,7329559f92bc,Alcatraz,https://alcatrazmilano.it/,Via Valtellina 25,Milano,45.4944955,9.1826273,nightclub,,,,+39 02 69016352,https://alcatrazmilano.it/,,False,https://alcatrazmilano.it/,no_price,2026-05-30T20:43:55.019300+00:00,cocktail_bar,TARGET,False,existing,Alcatraz
web_extract,826aa51887f7,Amnesia,https://amnesiamilano.com/drink-list/,Via Cavriana 7,Milano,45.463038,9.240467,nightclub,,,,,https://amnesiamilano.com/,,False,https://amnesiamilano.com/drink-list/,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,Amnesia
direct_website,151d71c2dd87,Apollo,https://www.apollomilano.com/#mobile-menu-toggle,Via Giosuè Borsi 9,Milano,45.4473231,9.1747092,nightclub,,,,,https://www.apollomilano.com/,,False,https://www.apollomilano.com/#mobile-menu-toggle,no_price,2026-05-30T20:43:55.019300+00:00,cocktail_bar,AMBIGUOUS_TO_REVIEW,False,existing,Apollo
mycia,e37dffff1fe0,Apollo Milano,https://www.mycia.it/menu/milano/apollo-milano-T8qsS1q0q,"Via Giosuè Borsi, 9/2, Milano, MI, Italia",Milano,45.4472181,9.1734789,PREMIUM COCKTAIL BAR,€€,,,,,Lunedì 19:30 - 00:00 | Martedì Chiuso | Mercoledì 19:30 - 02:00 | Giovedì 19:30 - 02:00 | Venerdì 21:00 - 03:30 | Sabato 21:00 - 03:30 | Domenica Chiuso,True,https://www.mycia.it/menu/milano/apollo-milano-T8qsS1q0q,no_price,2026-05-30T17:20:01.987096+00:00,cocktail_bar,TARGET,False,existing,Apollo Milano
direct_website,56d11cafa278,Armani Privè,http://www.milan.armanihotels.com,Via Alessandro Manzoni 31,Milano,45.4708758,9.1929938,nightclub,,,,,http://www.milan.armanihotels.com,,False,http://www.milan.armanihotels.com,no_price,2026-05-30T20:43:55.019300+00:00,cocktail_bar,TARGET,False,existing,Armani Privè
mycia,221af3ce82de,Asola Cucina Sartoriale,https://www.mycia.it/menu/milano/asola-cucina-sartoriale-Mv0xxnLdJ,"Via Durini, 28, Milan, Metropolitan City of Milan, Italy",Milano,45.4655661,9.1985623,"FASHION COCKTAIL BAR, Ristorante",€€€€,,,,,Lunedì 12:00 - 15:00 | Martedì 12:00 - 15:00 | Mercoledì 12:00 - 15:00 | Giovedì 12:00 - 15:00 | Venerdì 12:00 - 15:00 | Sabato 12:00 - 15:00 | Domenica Chiuso,True,https://www.mycia.it/menu/milano/asola-cucina-sartoriale-Mv0xxnLdJ,no_price,2026-05-30T17:20:06.623169+00:00,cocktail_bar,TARGET,False,existing,Asola Cucina Sartoriale
web_extract,42835cd96e27,Bachelite cLab,https://vivimilano.corriere.it/locali/cocktail-bar/,VIA VERTOIBA 3,Milano,45.457983,9.219114,"i - Disco bar, america bar, locali serali e simili",,,,,https://vivimilano.corriere.it/locali/musica-dal-vivo/bachelite-clab/,,False,https://vivimilano.corriere.it/locali/cocktail-bar/,no_price,2026-05-31T16:45:42.791847+00:00,cocktail_bar,TARGET,False,existing,Bachelite cLab
web_extract,9c2cc8760a6b,Baia Disco Club,https://www.discotechemilano.net/lele-bahia.html,Via Ottavio Rinuccini 7,Milano,45.496629,9.217551,nightclub,,,,,https://www.discotechemilano.net/lele-bahia.html,,False,https://www.discotechemilano.net/lele-bahia.html,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,Baia Disco Club
web_extract,cc71d8064ed4,Bambù club,https://www.capodannomilano.club/discoteche/222602/bambu-club-milano/,"Via Padova, 20131, Milano",Milano,45.488013,9.218923,nightclub,,,,,https://www.capodannomilano.club/discoteche/222602/bambu-club-milano/,,False,https://www.capodannomilano.club/discoteche/222602/bambu-club-milano/,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,Bambù club
mycia,3ad45f12b329,Barba,https://www.mycia.it/menu/milano/barba-1sje4Th8C,"Via San Gregorio, 40, Milano, MI, Italia",Milano,45.4811338,9.2016793,"CONTEMPORARY BAR, MIXOLOGY COCKTAIL BAR, PREMIUM COCKTAIL BAR",€€,,,+39 02 36515846,https://barbamilano.it/,Lunedì 10:30 - 01:30 | Martedì 10:30 - 01:30 | Mercoledì 10:30 - 01:30 | Giovedì 10:30 - 01:30 | Venerdì 10:30 - 01:30 | Sabato 10:30 - 01:30 | Domenica 10:30 - 01:30,True,https://www.mycia.it/menu/milano/barba-1sje4Th8C,no_price,2026-05-30T17:20:31.392781+00:00,cocktail_bar,TARGET,False,existing,Barba
web_extract,f4e556c4629c,BiTTe,https://angelipierre.it/discoteca/bitte-di-segrate/,"Via Giacomo Watt, 20143, Milano",Milano,45.442781,9.151803,nightclub,,,,,https://angelipierre.it/discoteca/bitte-di-segrate/,,True,https://angelipierre.it/discoteca/bitte-di-segrate/,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,BiTTe
mycia,b0e7dc47a44e,BLANCO,https://www.mycia.it/menu/milano/blanco-yBJspiErs,"Via Giovanni Battista Morgagni, 2, 20129 Milano MI, Italia",Milano,45.476671,9.211242,CASUAL COCKTAIL BAR,€€,,,,,Lunedì 18:00 - 00:00 | Martedì 18:00 - 00:00 | Mercoledì 18:00 - 00:00 | Giovedì 18:00 - 02:00 | Venerdì 18:00 - 02:00 | Sabato 18:00 - 02:00 | Domenica Chiuso,True,https://www.mycia.it/menu/milano/blanco-yBJspiErs,no_price,2026-05-30T17:20:53.440866+00:00,cocktail_bar,TARGET,False,existing,BLANCO
web_extract,409463e8bb07,Block,https://www.milanoindiscoteca.it/locali-milano/block-milano/,Via Alessio di Tocqueville 13,Milano,45.482397,9.186572,nightclub,,,,,https://www.milanoindiscoteca.it/locali-milano/block-milano/,,False,https://www.milanoindiscoteca.it/locali-milano/block-milano/,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,Block
web_extract,73d58d9701dd,Blue Club,https://www.bluenotemilano.com/,Via Alessandro Volta 20,Milano,45.408704,9.047596,nightclub,,,,,https://www.bluenotemilano.com/,,False,https://www.bluenotemilano.com/,no_price,2026-05-31T19:03:58.101062+00:00,cocktail_bar,TARGET,False,existing,Blue Club
mycia,f3339f82ca36,Blue Note Milano,https://www.mycia.it/menu/milano/blue-note-milano-IJwpJoOWW,"Via Pietro Borsieri, 37, 20159 Milano, MI, Italia",Milano,45.4893667,9.1884942,"Cocktail Bar, Ristorante",€€,,,+39 02 69016888,https://www.bluenotemilano.com/,Lunedì Chiuso | Martedì 19:00 - 00:00 | Mercoledì 19:00 - 00:00 | Giovedì 19:00 - 00:00 | Venerdì 19:00 - 00:00 | Sabato 19:00 - 00:00 | Domenica 19:00 - 22:00,True,https://www.mycia.it/menu/milano/blue-note-milano-IJwpJoOWW,no_price,2026-05-30T17:20:56.548381+00:00,cocktail_bar,TARGET,False,existing,Blue Note Milano | Blue Note
mycia,37f11c63d9cf,Bob Milano,https://www.mycia.it/menu/milano/bob-milano-FWIIqpvlv,"Via Pietro Borsieri, 30, Milan, Metropolitan City of Milan, Italy",Milano,45.4891984,9.1892086,Cocktail Bar,€€,,,,https://www.bobmilano.it/,Lunedì 17:00 - 02:00 | Martedì 17:00 - 02:00 | Mercoledì 17:00 - 02:00 | Giovedì 17:00 - 02:00 | Venerdì 17:00 - 02:00 | Sabato 17:00 - 02:00 | Domenica 17:00 - 02:00,True,https://www.mycia.it/menu/milano/bob-milano-FWIIqpvlv,no_price,2026-05-30T17:20:59.642208+00:00,cocktail_bar,TARGET,False,existing,Bob Milano
mycia,483d31786f5d,BOLLANI MILANO DAL 1930 P.LE MARTINI,https://www.mycia.it/menu/milano/bollani-milano-dal-1930-p-le-martini-ubFuuMWjL,"Piazzale Ferdinando Martini, 10, Milano, MI, Italia",Milano,45.4564308,9.2191886,Cocktail Bar,€€,,,,,Lunedì 07:30 - 22:00 | Martedì 07:30 - 22:00 | Mercoledì 07:30 - 22:00 | Giovedì 07:30 - 22:00 | Venerdì 07:30 - 22:00 | Sabato 07:30 - 22:00 | Domenica Chiuso,True,https://www.mycia.it/menu/milano/bollani-milano-dal-1930-p-le-martini-ubFuuMWjL,no_price,2026-05-30T17:21:07.352071+00:00,cocktail_bar,TARGET,False,existing,BOLLANI MILANO DAL 1930 P.LE MARTINI
mycia,7415871e8a6f,Botinero,https://www.mycia.it/menu/milano/botinero-j6FA7iezl,"Via San Marco, 3, Milano, MI, Italia",Milano,45.4741687,9.1876048,"Lounge bar, Ristorante",€€€€,,,,,Lunedì 12:00 - 14:30 / 19:00 - 02:00 | Martedì 12:00 - 14:30 / 19:00 - 02:00 | Mercoledì 12:00 - 14:30 / 19:00 - 02:00 | Giovedì 12:00 - 14:30 / 19:00 - 02:00 | Venerdì 12:00 - 14:30 / 19:00 - 02:00 | Sabato 12:00 - 14:30 / 19:00 - 02:00 | Domenica 12:00 - 14:30 / 19:00 - 02:00,True,https://www.mycia.it/menu/milano/botinero-j6FA7iezl,no_price,2026-05-30T17:21:12.128364+00:00,cocktail_bar,TARGET,False,existing,Botinero
mycia,a42c486047ca,CAFFE' IL MORO,https://www.mycia.it/menu/milano/caffe-il-moro-uNFNtHVSN,"Via Cesare Battisti, 13, Milano, MI, Italia",Milano,45.4630299,9.2001068,"Bar, Cocktail Bar, Tavola Calda",€€,,,,,Lunedì 06:30 - 21:00 | Martedì 06:30 - 21:00 | Mercoledì 06:30 - 21:00 | Giovedì 06:30 - 21:00 | Venerdì 06:30 - 21:00 | Sabato 06:30 - 19:00 | Domenica Chiuso,True,https://www.mycia.it/menu/milano/caffe-il-moro-uNFNtHVSN,no_price,2026-05-30T17:21:44.538399+00:00,cocktail_bar,TARGET,False,existing,CAFFE' IL MORO
mycia,7a3fdacaec0e,Carpe Diem,https://www.mycia.it/menu/milano/carpe-diem-7aergeJlG,"Via Bruno Cassinari, 1, 20138 Milano MI, Italia",Milano,45.4359684,9.2403472,CASUAL COCKTAIL BAR,€€,,,,,Lunedì 07:00 - 01:00 | Martedì 07:00 - 01:00 | Mercoledì 07:00 - 01:00 | Giovedì 07:00 - 01:00 | Venerdì 07:00 - 02:00 | Sabato 17:00 - 02:00 | Domenica 17:00 - 01:00,True,https://www.mycia.it/menu/milano/carpe-diem-7aergeJlG,no_price,2026-05-30T17:22:01.533406+00:00,cocktail_bar,TARGET,False,existing,Carpe Diem | Carpe diem
